"Track","RaceNumber","HorsesRunning"
"BEL","1","13"
"BEL","6","9"
"BEL","8","11"
"BEL","9","13"
"CD","2","9"
"CD","5","10"
"CD","6","17"
"CD","7","11"
"CD","8","9"
"CD","9","12"
"CD","10","11"
"GP","1","16"
"GP","2","9"
"GP","3","13"
"GP","4","10"
"GP","5","12"
"GP","7","12"
"GP","8","9"
"GP","9","11"
"GP","11","16"
"LA","8","10"
"LRL","4","10"
"MNR","1","11"
"MNR","2","11"
"MNR","3","12"
"MNR","4","10"
"MNR","6","9"
"MNR","8","12"
"PRM","5","9"
"PRM","7","10"
"PRM","9","9"
"RUI","3","10"
"RUI","4","9"
"RUI","5","10"
"RUI","8","9"
"RUI","9","10"
"SA","3","10"
"SA","4","13"
"SA","8","11"
"SA","10","10"
"SA","11","9"
"SA","12","14"
