"Track","RaceNumber","HorsesRunning"
"AQU","2","9"
"AQU","3","9"
"AQU","4","10"
"AQU","5","12"
"AQU","6","10"
"AQU","8","11"
"CT","1","12"
"CT","2","14"
"CT","5","10"
"CT","6","9"
"CT","7","10"
"CT","8","9"
"DED","5","9"
"DED","6","9"
"DED","8","10"
"DED","9","10"
"EVD","6","9"
"EVD","8","10"
"FG","5","10"
"FG","8","9"
"FG","9","12"
"GP","2","13"
"GP","5","9"
"GP","6","9"
"GP","9","9"
"GP","10","10"
"LRL","1","9"
"LRL","2","13"
"LRL","3","10"
"LRL","4","13"
"LRL","5","14"
"LRL","6","10"
"LRL","7","11"
"LS","1","12"
"LS","3","9"
"LS","4","10"
"LS","5","10"
"LS","6","10"
"LS","7","10"
"LS","8","10"
"LS","9","11"
"LS","10","12"
"LS","11","10"
"LS","12","10"
"RP","2","10"
"RP","3","9"
"RP","4","12"
"RP","5","12"
"RP","6","13"
"RP","7","11"
"RP","8","13"
"RP","9","12"
"TP","1","9"
"TP","2","10"
"TP","3","10"
"TP","4","10"
"TP","5","11"
"TP","7","14"
"TP","8","11"
"TUP","1","12"
"TUP","2","9"
"TUP","7","10"
"TUP","8","10"
