"Track","RaceNumber","HorsesRunning"
"AP","4","9"
"AP","8","9"
"AP","9","9"
"BTP","2","9"
"BTP","4","9"
"BTP","8","11"
"CBY","6","9"
"CD","3","9"
"CD","5","12"
"CD","6","10"
"CD","7","12"
"CD","8","12"
"CD","9","11"
"CD","10","12"
"CD","11","14"
"CT","2","9"
"CT","4","11"
"CT","5","10"
"CT","6","14"
"CT","8","12"
"DEL","6","9"
"EMD","7","9"
"EMD","8","9"
"GP","1","16"
"GP","5","14"
"GP","7","15"
"GP","9","10"
"IND","4","9"
"IND","6","9"
"IND","8","9"
"IND","9","12"
"IND","10","12"
"LRL","1","12"
"LRL","4","13"
"LRL","5","13"
"LRL","6","9"
"LRL","7","12"
"LRL","8","9"
"PID","4","13"
"PID","8","9"
"RP","3","9"
"RP","5","10"
"RP","6","12"
"RP","9","9"
"SAR","1","10"
"SAR","2","9"
"SAR","5","13"
"SAR","7","14"
"SAR","10","10"
"TDN","8","10"
