"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","3","10"
"AQU","4","9"
"AQU","5","12"
"AQU","6","10"
"AQU","8","11"
"AQU","9","10"
"AQU","10","16"
"FG","4","10"
"FG","5","15"
"FG","7","12"
"FG","8","12"
"FG","9","16"
"FG","10","14"
"GP","1","12"
"GP","2","9"
"GP","4","10"
"GP","6","12"
"GP","7","10"
"GP","8","13"
"GP","10","9"
"GP","11","12"
"HAW","1","11"
"HAW","3","9"
"HAW","4","11"
"HAW","5","9"
"HAW","6","10"
"HAW","8","10"
"HAW","9","13"
"LA","8","10"
"LRC","3","10"
"LRC","5","10"
"LRC","6","12"
"LRC","7","10"
"LRC","9","12"
"LRC","10","12"
"LRL","3","10"
"LRL","4","9"
"LRL","5","11"
"LRL","6","12"
"LRL","7","11"
"LRL","8","13"
"MNR","1","9"
"MNR","2","9"
"MNR","3","9"
"MNR","5","10"
"MNR","7","9"
"MNR","8","9"
"MNR","9","10"
"RP","1","10"
"RP","2","10"
"RP","3","11"
"RP","4","10"
"RP","5","11"
"RP","7","11"
"RP","8","9"
"RP","9","12"
"RP","10","12"
"TAM","3","9"
"TAM","4","14"
"TAM","5","9"
"TAM","6","14"
"TAM","7","13"
"TAM","8","10"
"TAM","9","14"
