"Track","RaceNumber","HorsesRunning"
"AQU","3","14"
"AQU","5","14"
"AQU","7","16"
"AQU","8","12"
"AQU","10","9"
"CT","7","10"
"CT","8","11"
"EVD","1","9"
"EVD","3","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","9"
"EVD","9","10"
"FG","1","11"
"FG","3","14"
"FG","5","12"
"FG","8","11"
"FG","9","14"
"GP","1","15"
"GP","2","10"
"GP","3","16"
"GP","4","9"
"GP","5","13"
"GP","7","15"
"GP","8","12"
"GP","9","11"
"GP","10","14"
"GP","11","16"
"HAW","3","12"
"HAW","4","12"
"HAW","6","14"
"HAW","7","12"
"HAW","8","12"
"HAW","9","14"
"LRC","1","12"
"LRC","2","11"
"LRC","3","9"
"LRC","4","12"
"LRC","6","12"
"LRC","7","11"
"LRC","8","9"
"LRC","9","12"
"LRL","7","9"
"MVR","7","11"
"MVR","8","10"
"RP","2","12"
"RP","5","10"
"RP","6","10"
"RP","8","9"
"RP","9","9"
"TAM","1","10"
"TAM","2","12"
"TAM","4","14"
"TAM","5","14"
"TAM","6","11"
"TAM","7","9"
"TAM","8","14"
"TAM","9","13"
"TAM","10","11"
"TP","1","9"
"TP","2","14"
"TP","3","14"
"TP","4","11"
"TP","5","12"
"TP","6","13"
"TP","7","14"
"TP","8","14"
