"Track","RaceNumber","HorsesRunning"
"BTP","6","11"
"BTP","8","9"
"DEL","1","9"
"DEL","2","14"
"DEL","3","9"
"DEL","5","12"
"DEL","7","9"
"DEL","8","11"
"FL","2","9"
"FL","3","9"
"FL","4","9"
"FL","5","10"
"FL","6","13"
"FL","8","12"
"GRP","2","10"
"GRP","5","10"
"GRP","6","10"
"IND","4","11"
"IND","6","9"
"IND","7","11"
"IND","8","9"
"IND","9","12"
"MNR","1","13"
"MNR","2","11"
"MNR","3","10"
"MNR","5","12"
"MNR","7","11"
"MNR","9","14"
"PID","4","14"
"PID","5","10"
"PID","8","14"
"PRM","3","9"
"PRM","4","9"
"PRM","6","9"
"PRM","7","10"
"PRX","1","9"
"PRX","2","9"
"PRX","4","11"
"PRX","6","10"
"PRX","9","10"
"PRX","10","12"
"TDN","1","9"
"TDN","4","9"
"TDN","6","10"
