"Track","RaceNumber","HorsesRunning"
"BEL","1","13"
"BEL","7","16"
"BEL","10","10"
"BEL","11","13"
"BEL","12","16"
"CD","1","12"
"CD","3","15"
"CD","4","9"
"CD","7","16"
"CD","8","12"
"CD","9","11"
"CD","10","14"
"CD","11","14"
"CT","5","11"
"CT","8","11"
"DED","1","10"
"DED","3","9"
"DED","4","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","9"
"DED","10","10"
"DEL","1","9"
"DEL","3","10"
"DEL","4","14"
"DEL","5","11"
"DEL","6","9"
"DEL","7","14"
"DEL","8","10"
"DEL","9","9"
"DEL","10","12"
"EVD","1","9"
"EVD","4","10"
"EVD","6","11"
"EVD","7","10"
"EVD","9","10"
"FMT","2","9"
"FMT","3","10"
"FMT","4","10"
"FMT","7","9"
"FMT","10","9"
"GP","1","16"
"GP","2","10"
"GP","4","16"
"GP","5","16"
"GP","6","9"
"GP","7","16"
"GP","10","9"
"GP","11","12"
"GP","12","10"
"LA","3","10"
"LAD","5","11"
"LAD","6","9"
"LAD","7","10"
"LBT","2","11"
"LBT","4","10"
"LBT","5","11"
"LBT","6","11"
"LBT","7","11"
"LBT","8","11"
"LBT","9","11"
"LRL","1","15"
"LRL","2","9"
"LRL","3","14"
"LRL","4","16"
"LRL","6","10"
"LRL","7","16"
"LRL","9","16"
"PRM","6","9"
"PRM","8","9"
"PRM","9","9"
"RAS","1","24"
"RAS","2","20"
"RAS","3","16"
"RAS","6","10"
"RAS","7","24"
"RAS","8","11"
"RUI","1","10"
"RUI","2","9"
"RUI","3","10"
"RUI","5","10"
"RUI","6","12"
"RUI","7","10"
"RUI","9","10"
"RUI","10","10"
"RUI","11","10"
"SA","4","13"
"SA","6","9"
"SA","8","12"
"SA","12","10"
