"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-03-18","CT","MAIDEN SPECIAL WEIGHT ","5","Najwa","6-5"," 5 ","5","FTL","Speightster"
"2021-03-18","CT","MAIDEN SPECIAL WEIGHT ","5","Woodsong's Castle","30-1"," 7 ","7","FTL","Windsor Castle"
"2021-03-18","DED","MAIDEN CLAIMING($5,000) ","1","Chatusa","8-1"," 8 ","8","FTL","Chatain"
"2021-03-18","DED","MAIDEN SPECIAL WEIGHT ","3","Spectacular Izzy","15-1"," 5 ","5","FTL","Istan"
"2021-03-18","DED","MAIDEN SPECIAL WEIGHT ","3","Ray Rae's Runner","20-1"," 6 ","6","FTL","Guilt Trip"
"2021-03-18","DED","MAIDEN CLAIMING($10,000) ","5","Ataviuos","15-1"," 4 ","4","FTL","Hard Spun"
"2021-03-18","FG","MAIDEN SPECIAL WEIGHT ","4","Love Me Archie","8-1"," 6 ","6","FTL","Archarcharch"
"2021-03-18","FG","MAIDEN CLAIMING($25,000) ","6","Mr. Biffle","10-1","6  ","7","FTL","Palace Malice"
"2021-03-18","FG","ALLOWANCE OPTIONAL CLAIMING($17,500) ","8","Dawn's Dancer","10-1"," 5 ","5","FTL","Curlin"
"2021-03-18","GG","MAIDEN CLAIMING($22,500) ","3","Big Irish Eyes","12-1"," 2 ","2","FTL","Mr. Big"
"2021-03-18","GG","MAIDEN CLAIMING($22,500) ","3","Two Punch Cat","8-1"," 4 ","4","FTL","Bluegrass Cat"
"2021-03-18","GP","MAIDEN CLAIMING($16,000) ","1","Private Dancer","30-1"," 6 ","6","FTL","New Year's Day"
"2021-03-18","GP","MAIDEN CLAIMING($40,000) ","2","Nacozari","7-2"," 2 ","2","FTL","Bernardini"
"2021-03-18","GP","MAIDEN CLAIMING($40,000) ","2","Martini Maker","5-2"," 5 ","5","FTL","Empire Maker"
"2021-03-18","GP","MAIDEN CLAIMING($40,000) ","2","Steak and Cheese","5-1"," 6 ","6","FTL","Mizzen Mast"
"2021-03-18","GP","CLAIMING($20,000) ","3","Vision of Thanos","10-1"," 7 ","7","FTL","El Padrino"
"2021-03-18","GP","CLAIMING($16,000) ","4","Sassy Beast","6-1"," 5 ","5","FTL","The Big Beast"
"2021-03-18","GP","MAIDEN CLAIMING($20,000) ","5","Suspicious Minds","7-2"," 5 ","5","FTL","Lemon Drop Kid"
"2021-03-18","GP","MAIDEN CLAIMING($20,000) ","5","Viani","9-2"," 7 ","7","FTL","Commissioner"
"2021-03-18","GP","MAIDEN SPECIAL WEIGHT ","6","My Mane Man","5-1"," 1 ","1","FTL","Bahamian Squall"
"2021-03-18","GP","MAIDEN SPECIAL WEIGHT ","6","Nureyev's Dream","6-1"," 2 ","2","FTL","Jess's Dream"
