"Track","RaceNumber","HorsesRunning"
"AQU","5","9"
"AQU","6","9"
"AQU","8","9"
"AQU","9","11"
"CT","4","9"
"CT","6","10"
"CT","9","10"
"DED","3","9"
"DED","9","12"
"EQC","3","12"
"FG","2","10"
"FG","4","11"
"FG","6","10"
"FG","8","13"
"GP","1","9"
"GP","4","9"
"GP","5","9"
"GP","8","10"
"GP","11","13"
"HOU","7","10"
"HOU","9","9"
"MVR","1","9"
"MVR","3","10"
"MVR","5","10"
"MVR","7","9"
"MVR","8","9"
"OP","1","11"
"OP","2","9"
"OP","3","11"
"OP","5","12"
"OP","6","12"
"OP","7","14"
"OP","8","9"
"OP","9","14"
"SA","8","13"
"SA","10","12"
"SUN","1","12"
"SUN","2","12"
"SUN","3","11"
"SUN","4","12"
"SUN","8","9"
"SUN","9","12"
"TAM","1","9"
"TAM","2","9"
"TAM","3","12"
"TAM","4","14"
"TAM","7","11"
"TAM","8","10"
"TAM","9","9"
"TAM","10","12"
"TP","1","9"
"TP","2","10"
"TP","3","12"
"TP","4","12"
"TP","5","14"
"TP","6","10"
"TP","7","14"
"TP","8","14"
