"Track","RaceNumber","HorsesRunning"
"ARP","2","9"
"ARP","4","10"
"BTP","2","10"
"BTP","7","10"
"BTP","8","10"
"CBY","6","10"
"CBY","7","10"
"CBY","8","9"
"CNL","1","10"
"CNL","4","13"
"CNL","5","13"
"CNL","6","11"
"CNL","7","14"
"CNL","9","14"
"FL","8","11"
"FP","2","9"
"FP","3","9"
"IND","4","10"
"IND","6","9"
"IND","8","10"
"IND","9","11"
"IND","10","12"
"LAD","5","9"
"LAD","6","10"
"MNR","1","11"
"MNR","2","10"
"MNR","3","9"
"MNR","5","9"
"MNR","9","10"
"PID","3","11"
"PID","4","10"
"PID","5","10"
"PID","6","10"
"PID","7","10"
"PID","8","11"
"PRX","6","11"
"PRX","8","16"
"PRX","10","10"
"PRX","12","12"
"TDN","1","9"
"TDN","3","9"
"TDN","6","11"
