"Track","RaceNumber","HorsesRunning"
"AQU","7","9"
"AQU","9","10"
"FG","4","9"
"FG","6","9"
"GP","1","11"
"GP","4","9"
"GP","5","11"
"GP","6","9"
"GP","7","13"
"GP","10","10"
"LRL","3","9"
"LRL","5","12"
"LRL","6","9"
"LRL","8","12"
"OP","1","9"
"OP","2","14"
"OP","3","9"
"OP","4","10"
"OP","5","12"
"OP","6","9"
"OP","7","13"
"OP","9","13"
"SUN","1","9"
"SUN","2","12"
"SUN","3","12"
"SUN","4","12"
"SUN","5","12"
"SUN","7","9"
"SUN","8","10"
"SUN","9","10"
"TAM","5","14"
"TAM","7","11"
"TAM","8","9"
"TAM","9","14"
"TP","2","12"
"TP","3","10"
"TP","4","10"
"TP","5","14"
"TP","7","13"
"TP","8","13"
