"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-07-28","BTP","MAIDEN CLAIMING($12,500) ","3","Combating","20-1","14 ","14","FTL","Carpe Diem"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","4","Kissinger","5-2","3  ","2","FTL","Tapiture"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","4","Big On Big","5-1","4  ","3","FTL","Cinco Charlie"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","4","Brig","4-1","6  ","5","FTL","Midshipman"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","6","Mayapretty","12-1"," 4 ","4","FTL","English Channel"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","6","Just Fine by Me","15-1"," 5 ","5","FTL","Hampton Court*Aus"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","6","One Last Jig","8-1","11 ","11","FTL","Dramedy"
"2020-07-28","BTP","MAIDEN SPECIAL WEIGHT ","6","Brunella","15-1","14 ","14","FTL","Munnings"
"2020-07-28","CBY","TRIALS ","2","Zoomn On Bye","3-1"," 3 ","3","FTL","Mezoomn"
"2020-07-28","CBY","TRIALS ","3","No Ec Seceret","12-1"," 3 ","3","FTL","Ec Jet One"
"2020-07-28","CBY","TRIALS ","4","Jn No Integrity","15-1"," 3 ","3","FTL","High Rate of Return"
"2020-07-28","CBY","MAIDEN ","7","Splishsplashtknabath","15-1"," 1 ","1","FTL","First Place Eagle"
"2020-07-28","CBY","MAIDEN ","7","One Famous Phoebe","9-2"," 6 ","6","FTL","Hes Relentless"
"2020-07-28","CBY","MAIDEN ","7","Liberti","6-1"," 7 ","7","FTL","American Runaway"
"2020-07-28","CBY","MAIDEN ","7","One Wicked Brew","10-1"," 8 ","8","FTL","Hes Relentless"
"2020-07-28","CBY","MAIDEN ","8","Furiousity","5-1"," 1 ","1","FTL","Furyofthewind"
"2020-07-28","CBY","MAIDEN ","10","Jess Hit Send","10-1"," 4 ","4","FTL","Jess Jones"
"2020-07-28","CBY","MAIDEN ","12","Cw a Quik Caliente","6-1"," 6 ","6","FTL","Corona Caliente"
"2020-07-28","CNL","MAIDEN SPECIAL WEIGHT ","2","Cut Glass","9-2"," 2 ","2","FTL","Carpe Diem"
"2020-07-28","CNL","MAIDEN SPECIAL WEIGHT ","2","Run Casper Run","8-1"," 3 ","3","FTL","Ghostzapper"
"2020-07-28","CNL","MAIDEN SPECIAL WEIGHT ","2","Amsden","6-5"," 4 ","4","FTL","American Pharoah"
"2020-07-28","CNL","MAIDEN SPECIAL WEIGHT ","2","Harbor Court","10-1"," 5 ","5","FTL","Palace"
"2020-07-28","FL","MAIDEN CLAIMING($10,000) ","3","Lightning Jack","7-2","5  ","6","FTL","Goldencents"
"2020-07-28","FP","MAIDEN SPECIAL WEIGHT ","2","Diamond Stellar","10-1"," 1 ","1","FTL","Tale of Ekati"
"2020-07-28","IND","MAIDEN SPECIAL WEIGHT ","2","Youawakemysoul","6-1"," 1 ","1","FTL","Astrology"
"2020-07-28","IND","MAIDEN SPECIAL WEIGHT ","2","Shes My Treasure","20-1"," 2 ","2","FTL","Treasure Beach*GB"
"2020-07-28","IND","MAIDEN SPECIAL WEIGHT ","2","Katie's Day","1-1"," 3 ","3","FTL","Carpe Diem"
"2020-07-28","IND","MAIDEN SPECIAL WEIGHT ","2","Miss Inhofe","6-1"," 4 ","4","FTL","Dialed In"
"2020-07-28","IND","MAIDEN SPECIAL WEIGHT ","2","Maci's Jamming","6-1"," 5 ","5","FTL","Raison d'Etat"
"2020-07-28","IND","MAIDEN SPECIAL WEIGHT ","2","My Girl Lexi","12-1"," 6 ","6","FTL","Oxbow"
"2020-07-28","IND","MAIDEN CLAIMING($20,000) ","3","Express Lady","9-2"," 2 ","2","FTL","Unbridled Express"
"2020-07-28","IND","MAIDEN CLAIMING($15,000) ","8","It's the Sunrise","8-1"," 5 ","5","FTL","Z Lucky"
"2020-07-28","IND","MAIDEN CLAIMING($15,000) ","8","Pure Equine","15-1"," 6 ","6","FTL","Fortifier"
"2020-07-28","IND","MAIDEN CLAIMING($15,000) ","8","Squatter","8-1"," 8 ","8","FTL","Stroll"
"2020-07-28","IND","MAIDEN ","10","Ima Travelin Soldier","30-1"," 3 ","3","FTL","Bv Travelin Soldier"
"2020-07-28","IND","MAIDEN ","10","Rivers Stone","20-1"," 6 ","6","FTL","Brimmstone"
"2020-07-28","IND","MAIDEN ","10","Moons Stone","30-1","12 ","12","FTL","Brimmstone"
"2020-07-28","LAD","MAIDEN CLAIMING($5,000) ","1","Proud Blessing","12-1"," 2 ","2","FTL","Zong"
"2020-07-28","LAD","MAIDEN SPECIAL WEIGHT ","4","Crescent City Star","5-1","1A ","8","FTL","Palace Malice"
"2020-07-28","LAD","MAIDEN CLAIMING($5,000) ","5","Mr Insecure","12-1","10 ","10","FTL","Warrior's Reward"
"2020-07-28","LS","MAIDEN CLAIMING($6,250) ","3","Orena Starshine","20-1"," 2 ","2","FTL","Desert Darby"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Fancy Gi Gi","3-1"," 1 ","1","FTL","Milwaukee Brew"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Doha","5-2"," 2 ","2","FTL","Dialed In"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Shezauno","15-1"," 3 ","3","FTL","Macho Uno"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Diem Now","12-1"," 4 ","4","FTL","Carpe Diem"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Anxiolytics","2-1"," 8 ","8","FTL","Successful Appeal"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Venus Island","30-1"," 9 ","9","FTL","Protonico"
"2020-07-28","LS","MAIDEN SPECIAL WEIGHT ","4","Scat for the Cause","6-1","10 ","10","FTL","Creative Cause"
"2020-07-28","MNR","MAIDEN SPECIAL WEIGHT ","5","Crowns and Tiaras","5-2"," 4 ","4","FTL","Tapiture"
