"Track","RaceNumber","HorsesRunning"
"BEL","1","9"
"BEL","2","9"
"BEL","6","9"
"BEL","7","11"
"BEL","9","9"
"BEL","11","16"
"CD","1","9"
"CD","6","13"
"CD","7","14"
"CD","9","11"
"CD","10","11"
"CD","11","14"
"CT","7","9"
"CT","8","10"
"DEL","2","10"
"DEL","3","10"
"DEL","4","10"
"DEL","6","13"
"DEL","8","12"
"EQC","3","13"
"EQC","4","9"
"GG","8","13"
"GG","9","9"
"GG","11","9"
"GP","1","9"
"GP","5","11"
"GP","10","9"
"LA","10","10"
"LRL","3","9"
"LRL","5","12"
"LRL","6","9"
"LRL","7","12"
"LRL","10","14"
"LS","1","9"
"LS","2","10"
"LS","3","12"
"LS","4","9"
"LS","5","10"
"LS","6","12"
"LS","7","10"
"LS","9","10"
"LS","10","10"
"LS","11","10"
"LS","12","12"
"MED","1","10"
"MED","2","11"
"MED","3","11"
"MED","5","11"
"MTH","1","10"
"MTH","2","11"
"MTH","3","11"
"MTH","5","11"
"RP","2","10"
"RP","4","9"
"RP","5","10"
"RP","6","9"
"RP","7","10"
"RP","8","11"
"RP","9","11"
"SA","1","14"
"SA","7","14"
"SA","9","9"
"SA","11","13"
"WRD","2","10"
"WRD","3","10"
"WRD","7","10"
"WRD","8","9"
"WRD","10","10"
"WRD","11","10"
