"Track","RaceNumber","HorsesRunning"
"AQU","1","11"
"AQU","2","12"
"AQU","4","16"
"AQU","5","13"
"AQU","7","13"
"AQU","8","11"
"AQU","9","10"
"AQU","10","10"
"CD","3","10"
"CD","6","16"
"CD","9","10"
"CD","11","9"
"CT","8","9"
"DED","1","11"
"DED","3","12"
"DED","4","10"
"DED","5","11"
"DED","6","12"
"DED","7","9"
"DED","9","10"
"DED","10","12"
"DMR","1","9"
"DMR","6","10"
"DMR","7","11"
"DMR","9","10"
"EVD","7","10"
"EVD","8","10"
"GP","1","10"
"GP","3","16"
"GP","4","10"
"GP","5","12"
"GP","6","12"
"GP","7","11"
"GP","8","12"
"GP","9","9"
"GP","10","12"
"HAW","1","9"
"HAW","3","11"
"HAW","6","9"
"HAW","8","9"
"LA","7","9"
"LA","10","10"
"LRL","1","11"
"LRL","5","11"
"LRL","6","13"
"LRL","7","11"
"LRL","8","16"
"LRL","9","9"
"LS","1","11"
"LS","2","12"
"LS","5","10"
"LS","6","10"
"LS","7","12"
"LS","8","10"
"LS","9","10"
"LS","10","12"
"LS","11","12"
"LS","12","12"
"MVR","1","10"
"MVR","3","9"
"MVR","5","10"
"MVR","8","10"
"RP","7","9"
"RP","9","11"
