"Track","RaceNumber","HorsesRunning"
"CT","1","9"
"CT","5","12"
"CT","6","14"
"CT","7","13"
"CT","8","10"
"CT","9","9"
"CT","10","14"
"DED","1","10"
"DED","3","11"
"DED","4","10"
"DED","5","12"
"DED","6","12"
"DED","7","11"
"DED","8","12"
"DED","9","12"
"FG","2","9"
"FG","4","13"
"FG","5","10"
"FG","8","13"
"GP","1","9"
"GP","5","12"
"GP","7","9"
"GP","9","9"
"GP","10","9"
"MVR","1","9"
"MVR","3","9"
"MVR","4","9"
"MVR","5","9"
"MVR","6","10"
"MVR","7","10"
"MVR","8","10"
"PRX","4","9"
"PRX","6","11"
"PRX","7","9"
"PRX","8","10"
"PRX","9","11"
"PRX","10","16"
"TAM","6","11"
"TAM","7","9"
"TAM","8","13"
"TAM","9","12"
"TP","1","13"
"TP","2","14"
"TP","3","12"
"TP","4","14"
"TP","5","14"
"TP","6","9"
"TP","7","11"
"TP","8","14"
"TUP","3","9"
"TUP","4","10"
"TUP","5","10"
"TUP","6","11"
"TUP","7","12"
"TUP","8","12"
"TUP","9","12"
