"Track","RaceNumber","HorsesRunning"
"AQU","4","10"
"AQU","6","11"
"AQU","8","9"
"EQA","4","10"
"EQA","5","9"
"EQC","3","9"
"EQC","4","11"
"FON","4","10"
"FON","5","10"
"FON","6","9"
"FON","7","10"
"FON","8","9"
"FON","9","10"
"GG","4","9"
"GG","6","10"
"GG","8","11"
"GP","6","9"
"HOU","1","14"
"HOU","2","10"
"HOU","4","9"
"HOU","5","10"
"HOU","6","12"
"HOU","7","10"
"HOU","9","13"
"HOU","10","13"
"KEE","1","9"
"KEE","3","9"
"KEE","5","15"
"KEE","6","13"
"KEE","7","10"
"KEE","10","9"
"LA","7","9"
"OP","2","9"
"OP","3","9"
"OP","5","9"
"OP","6","11"
"OP","8","11"
"OP","10","11"
"PEN","3","9"
"PEN","4","9"
"RP","1","10"
"RP","2","10"
"RP","4","9"
"RP","5","9"
"RP","9","9"
"RP","10","9"
"RP","11","9"
"SA","4","10"
"SA","8","9"
"TAM","4","12"
"TAM","7","10"
"TAM","9","14"
"TUP","6","10"
"TUP","7","11"
"TUP","8","11"
