"Track","RaceNumber","HorsesRunning"
"AP","8","10"
"BTP","3","10"
"BTP","6","12"
"BTP","9","9"
"CT","4","9"
"CT","8","11"
"DMR","2","10"
"DMR","4","14"
"DMR","5","14"
"DMR","6","12"
"DMR","7","12"
"DMR","8","10"
"DMR","9","14"
"DMR","10","12"
"ELP","8","9"
"EVD","8","11"
"EVD","9","9"
"FAN","7","9"
"FMT","13","9"
"GP","6","12"
"GP","9","14"
"HOU","1","9"
"HOU","2","10"
"HOU","3","10"
"HOU","4","9"
"HOU","5","10"
"HOU","6","9"
"HOU","7","9"
"HOU","9","9"
"HOU","10","9"
"HOU","11","10"
"MTH","2","9"
"MTH","5","10"
"PEN","3","12"
"PEN","4","10"
"PIM","1","16"
"PIM","3","12"
"PIM","5","16"
"PIM","7","9"
"PRM","8","9"
"RUI","1","10"
"RUI","2","10"
"RUI","3","10"
"RUI","4","10"
"RUI","5","9"
"RUI","6","10"
"RUI","7","10"
"RUI","8","10"
"RUI","9","10"
"RUI","10","10"
"SAR","5","10"
"SAR","6","12"
"SAR","7","14"
"SAR","9","10"
"SAR","10","9"
