"Track","RaceNumber","HorsesRunning"
"BEL","8","10"
"BEL","9","10"
"CBY","3","9"
"CBY","5","9"
"CBY","6","12"
"CBY","7","11"
"CBY","8","11"
"CD","3","14"
"CD","4","9"
"CD","5","15"
"CD","7","9"
"CD","8","13"
"CT","4","9"
"CT","7","11"
"CT","8","10"
"EMD","7","9"
"EMD","9","9"
"EVD","1","9"
"EVD","3","9"
"EVD","4","11"
"EVD","5","10"
"EVD","7","11"
"GP","5","12"
"GP","8","11"
"HOU","3","9"
"HOU","4","10"
"HOU","5","10"
"HOU","6","9"
"HOU","7","9"
"HOU","8","9"
"HOU","9","9"
"HOU","10","10"
"IND","5","11"
"IND","6","10"
"IND","7","10"
"IND","9","12"
"LS","1","9"
"LS","6","9"
"LS","7","9"
"LS","8","10"
"PIM","2","13"
"PIM","4","16"
"PIM","6","16"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","6","9"
"RP","7","10"
"RP","9","10"
"RP","10","12"
"RP","11","12"
"TDN","2","10"
