"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-11-21","AQU","1","Outer turf","Dakota Dancer"," 1 ","1","12-1","Manuel Franco","George Weaver"
"2021-11-21","AQU","1","Outer turf","U Should B Dancing"," 2 ","2","8-1","Jose Ortiz","Rudy Rodriguez"
"2021-11-21","AQU","1","Outer turf","Palace Gossip"," 3 ","3","7-2","Eric Cancel","Anthony Dutrow"
"2021-11-21","AQU","1","Outer turf","Path Less Taken"," 4 ","4","6-1","Javier Castellano","Thomas Morley"
"2021-11-21","AQU","1","Outer turf","War in Paradise"," 5 ","5","8-1","Irad Ortiz, Jr.","Jorge Abreu"
"2021-11-21","AQU","1","Outer turf","Road to Remember"," 6 ","6","12-1","Jorge Vargas, Jr.","Natalia Lynch"
"2021-11-21","AQU","1","Outer turf","Sinfully Sweet"," 7 ","7","15-1","Kendrick Carmouche","Mark Casse"
"2021-11-21","AQU","1","Outer turf","Steppin' Hawk"," 8 ","8","30-1","Heman Harkie","Oliver Hosang, Jr."
"2021-11-21","AQU","1","Outer turf","Acushla"," 9 ","9","10-1","Jose Lezcano","Jorge Abreu"
"2021-11-21","AQU","1","Outer turf","New York Supreme","10 ","10","12-1","Trevor McCarthy","Rudy Rodriguez"
"2021-11-21","AQU","1","Outer turf","Saratoga Gaze","11 ","11","3-1","Dylan Davis","Christophe Clement"
"2021-11-21","AQU","1","Outer turf","Princess Ariyanna","12 ","12","30-1","Jalon Samuel","Eddie Persaud"
"2021-11-21","AQU","1","Outer turf","Madame Rose","13 ","13","15-1"," Rider TBA","Eduardo Jones"
"2021-11-21","AQU","2","Dirt","My Brother Neil"," 1 ","1","5-2","Trevor McCarthy","John Toscano, Jr."
"2021-11-21","AQU","2","Dirt","Yah Huh"," 2 ","2","10-1","Christian Ramos","Wayne Potts"
"2021-11-21","AQU","2","Dirt","Prince of Joy"," 3 ","3","30-1","Charles Roberts","Ricardo Legall"
"2021-11-21","AQU","2","Dirt","Crossing Verazanno"," 4 ","4","30-1","Ruben Silvera","Gary Sciacca"
"2021-11-21","AQU","2","Dirt","War Novel"," 5 ","5","8-1","Dylan Davis","Orlando Noda"
"2021-11-21","AQU","2","Dirt","Crock of Gold"," 6 ","6","12-1","Benjamin Hernandez","Gary Sciacca"
"2021-11-21","AQU","2","Dirt","Forestwood Lane"," 7 ","7","8-1","Eric Cancel","Chris Englehart"
"2021-11-21","AQU","2","Dirt","Tamburro's Sox"," 8 ","8","4-1","Jorge Vargas, Jr.","David Donk"
"2021-11-21","AQU","2","Dirt","Still to Come"," 9 ","9","20-1","Heman Harkie","Bob Dunham"
"2021-11-21","AQU","2","Dirt","Out of the Breech","10 ","10","10-1","Luis Rodriguez Castro","Rudy Rodriguez"
"2021-11-21","AQU","2","Dirt","Taco Bean","11 ","11","30-1","Michael Luzzi","Patrick Kelly"
"2021-11-21","AQU","2","Dirt","Go Johnny Go","12 ","12","5-1","Kendrick Carmouche","Anthony Dutrow"
"2021-11-21","AQU","3","Dirt","Cool Laoban"," 1 ","1","8-1","Dylan Davis","Mark Casse"
"2021-11-21","AQU","3","Dirt","Daufuskie Island"," 2 ","2","7-2","Jose Ortiz","Kelly Breen"
"2021-11-21","AQU","3","Dirt","Bustin Pietre"," 3 ","3","10-1","Kendrick Carmouche","Bruce Levine"
"2021-11-21","AQU","3","Dirt","Senbei"," 4 ","4","1-2","Manuel Franco","Christophe Clement"
"2021-11-21","AQU","3","Dirt","Bali's Shade"," 5 ","5","15-1","Jose Lezcano","Rudy Rodriguez"
"2021-11-21","AQU","3","Dirt","Kenner"," 6 ","6","8-1","Ruben Silvera","Jamie Ness"
"2021-11-21","AQU","4","Turf","Emaraaty (GB)","1  ","1","3-1","Jose Ortiz","Chad Brown"
"2021-11-21","AQU","4","Turf","Hawkish","1A ","11","3-1","Jorge Vargas, Jr.","James Toner"
"2021-11-21","AQU","4","Turf","Analyze It"," 2 ","2","6-5","Irad Ortiz, Jr.","Chad Brown"
"2021-11-21","AQU","4","Turf","Own Agenda"," 3 ","3","8-1","Luis Saez","Cherie DeVaux"
"2021-11-21","AQU","4","Turf","Winning Factor"," 4 ","4","12-1","Manuel Franco","David Donk"
"2021-11-21","AQU","4","Turf","Soulmate"," 5 ","5","30-1","Raul Mena","John Pregman, Jr."
"2021-11-21","AQU","4","Turf","Milton the Monster"," 6 ","6","50-1","Ruben Silvera","John Servis"
"2021-11-21","AQU","4","Turf","Atone"," 7 ","7","6-1","Javier Castellano","Michael Maker"
"2021-11-21","AQU","4","Turf","Summer to Remember"," 8 ","8","12-1","Luis Rodriguez Castro","Rudy Rodriguez"
"2021-11-21","AQU","4","Turf","Journeyman"," 9 ","9","20-1","Kendrick Carmouche","Mertkan Kantarmaci"
"2021-11-21","AQU","4","Turf","Wolfie's Dynaghost","10 ","10","15-1","Trevor McCarthy","Thomas Albertrani"
"2021-11-21","AQU","4","Turf","Backsideofthemoon","11 ","12","5-2"," Rider TBA","Patrick Reynolds"
"2021-11-21","AQU","4","Turf","Chris and Dave","12 ","13","7-2","Luis Saez","Linda Rice"
"2021-11-21","AQU","5","Dirt","Bravo Regina"," 1 ","1","50-1","Ruben Silvera","Juan Vazquez"
"2021-11-21","AQU","5","Dirt","Makingcents"," 2 ","2","15-1","Jorge Vargas, Jr.","Jeremiah Englehart"
"2021-11-21","AQU","5","Dirt","Firing Carol"," 3 ","3","20-1","Jalon Samuel","Ricardo Legall"
"2021-11-21","AQU","5","Dirt","Cafe Society"," 4 ","4","4-1","John Velazquez","Claude McGaughey III"
"2021-11-21","AQU","5","Dirt","Courageous Girl"," 5 ","5","12-1","Manuel Franco","Horacio DePaz"
"2021-11-21","AQU","5","Dirt","Goodnight Olive"," 6 ","6","4-5","Irad Ortiz, Jr.","Chad Brown"
"2021-11-21","AQU","5","Dirt","Happy Sophia"," 7 ","7","30-1","Michael Luzzi","Randi Persaud"
"2021-11-21","AQU","5","Dirt","Primacy"," 8 ","8","6-1","Javier Castellano","Chad Brown"
"2021-11-21","AQU","5","Dirt","Fight On Lucy"," 9 ","9","30-1","Benjamin Hernandez","Patrick Kelly"
"2021-11-21","AQU","5","Dirt","More Moonshine","10 ","10","8-1","Jose Ortiz","William Mott"
"2021-11-21","AQU","6","Dirt","Laochi"," 1 ","1","10-1","Eric Cancel","Chris Englehart"
"2021-11-21","AQU","6","Dirt","Tempermental"," 2 ","2","5-1","Irad Ortiz, Jr.","Jeremiah Englehart"
"2021-11-21","AQU","6","Dirt","Yo Cuz"," 3 ","3","6-1","Jose Ortiz","William Mott"
"2021-11-21","AQU","6","Dirt","Sunset Louise"," 4 ","4","15-1","Jorge Vargas, Jr.","Bruce Levine"
"2021-11-21","AQU","6","Dirt","Kant Hurry Love"," 5 ","5","9-2","Manuel Franco","Christophe Clement"
"2021-11-21","AQU","6","Dirt","Kisses for Emily"," 6 ","6","15-1","Dylan Davis","John Toscano, Jr."
"2021-11-21","AQU","6","Dirt","Belarus"," 7 ","7","8-1","Javier Castellano","Horacio DePaz"
"2021-11-21","AQU","6","Dirt","Family Band"," 8 ","8","7-2","Jose Lezcano","Steven Asmussen"
"2021-11-21","AQU","6","Dirt","Leeloo"," 9 ","9","15-1","Kendrick Carmouche","David Duggan"
"2021-11-21","AQU","6","Dirt","Mrs. Boomer","10 ","10","10-1","Luis Saez","H. James Bond"
"2021-11-21","AQU","6","Dirt","Sterling Silver","11 ","11","20-1","Trevor McCarthy","Thomas Albertrani"
"2021-11-21","AQU","6","Dirt","Vallelujah","12 ","12","20-1","Jacqueline Davis","Robbie Davis"
"2021-11-21","AQU","6","Dirt","Dats a Superstar","13 ","13","15-1","Jorge Vargas, Jr.","Damon Dilodovico"
"2021-11-21","AQU","6","Dirt","Raymond Road","14 ","14","12-1","Dylan Davis","Jeremiah Englehart"
"2021-11-21","AQU","7","Outer turf","Miss J McKay"," 1 ","1","8-1","Dylan Davis","Christophe Clement"
"2021-11-21","AQU","7","Outer turf","Princess Fawzia"," 2 ","2","9-2","John Velazquez","Linda Rice"
"2021-11-21","AQU","7","Outer turf","Reagan's Edge"," 3 ","3","10-1","Luis Saez","Cherie DeVaux"
"2021-11-21","AQU","7","Outer turf","Gotta Go Mo"," 4 ","4","8-1","Jose Ortiz","John Kimmel"
"2021-11-21","AQU","7","Outer turf","Royal Address (IRE)"," 5 ","5","4-1","Jose Lezcano","Neil Drysdale"
"2021-11-21","AQU","7","Outer turf","Amalfi Princess"," 6 ","6","10-1","Irad Ortiz, Jr.","Michael Maker"
"2021-11-21","AQU","7","Outer turf","My Sweet Wife"," 7 ","7","15-1","Trevor McCarthy","Jorge Abreu"
"2021-11-21","AQU","7","Outer turf","Tass"," 8 ","8","12-1","Eric Cancel","Carlos Martin"
"2021-11-21","AQU","7","Outer turf","Gogo Shoes"," 9 ","9","20-1","Raul Mena","Derek Ryan"
"2021-11-21","AQU","7","Outer turf","Bold Confection","10 ","10","20-1","Kendrick Carmouche","John Servis"
"2021-11-21","AQU","7","Outer turf","Stolen Holiday","11 ","11","7-2","Javier Castellano","Claude McGaughey III"
"2021-11-21","AQU","7","Outer turf","So Gracious","12 ","12","30-1","Jorge Vargas, Jr.","Brittany Russell"
"2021-11-21","AQU","7","Outer turf","Halo City","13 ","13","12-1","Jorge Vargas, Jr.","Natalia Lynch"
"2021-11-21","AQU","7","Outer turf","Prairie Fire","14 ","14","8-1","Jose Lezcano","Linda Rice"
"2021-11-21","AQU","8","Turf","Public Information"," 1 ","1","9-2","Luis Saez","Michael Maker"
"2021-11-21","AQU","8","Turf","Montatham"," 2 ","2","20-1","Trevor McCarthy","Joseph Lee"
"2021-11-21","AQU","8","Turf","Girl Dad"," 3 ","3","6-1","Manuel Franco","George Weaver"
"2021-11-21","AQU","8","Turf","Brazillionaire"," 4 ","4","5-1","Irad Ortiz, Jr.","Linda Rice"
"2021-11-21","AQU","8","Turf","Mr. Vincent"," 5 ","5","10-1","Luis Rodriguez Castro","Rudy Rodriguez"
"2021-11-21","AQU","8","Turf","Restored Order"," 6 ","6","15-1","Kendrick Carmouche","James Lawrence, II"
"2021-11-21","AQU","8","Turf","Torres Del Paine"," 7 ","7","20-1","Ruben Silvera","Wayne Potts"
"2021-11-21","AQU","8","Turf","Frenchboro"," 8 ","8","6-1","Javier Castellano","Claude McGaughey III"
"2021-11-21","AQU","8","Turf","F F Rocket"," 9 ","9","10-1","Dylan Davis","Rob Atras"
"2021-11-21","AQU","8","Turf","American d'Oro","10 ","10","10-1","Jorge Vargas, Jr.","Richard Sillaman"
"2021-11-21","AQU","8","Turf","Albie","11 ","11","12-1","Jalon Samuel","Danny Gargan"
"2021-11-21","AQU","8","Turf","High Tide","12 ","12","6-1","Jose Lezcano","Carlos Martin"
"2021-11-21","AQU","8","Turf","Blu Grotto","13 ","13","6-1"," Rider TBA","John Kimmel"
"2021-11-21","AQU","8","Turf","Texas Swing","14 ","14","5-2"," Rider TBA","Todd Pletcher"
"2021-11-21","AQU","8","Turf","No Burn","15 ","15","2-1"," Rider TBA","William Morey"
"2021-11-21","AQU","8","Turf","Corkman","16 ","16","10-1"," Rider TBA","Linda Rice"
"2021-11-21","AQU","9","Dirt","Miss Alacrity"," 1 ","1","9-2","John Velazquez","Wesley Ward"
"2021-11-21","AQU","9","Dirt","Silver Fist"," 2 ","2","10-1","Jose Ortiz","James Lawrence, II"
"2021-11-21","AQU","9","Dirt","Captainsdaughter"," 3 ","3","15-1","Trevor McCarthy","Russell Cash"
"2021-11-21","AQU","9","Dirt","Tosconova Beauty"," 4 ","4","30-1","Kendrick Carmouche","Linda Dixon"
"2021-11-21","AQU","9","Dirt","Cupid's Heart"," 5 ","5","7-2","Javier Castellano","Bruce Levine"
"2021-11-21","AQU","9","Dirt","Classy Edition"," 6 ","6","9-5","Irad Ortiz, Jr.","Todd Pletcher"
"2021-11-21","AQU","9","Dirt","Makin My Move"," 7 ","7","3-1","Luis Saez","John Kimmel"
"2021-11-21","AQU","9","Dirt","Shesawildjoker"," 8 ","8","12-1","Manuel Franco","David Donk"
"2021-11-21","AQU","10","Outer turf","Run White Rabbit"," 1 ","1","30-1","Omar Hernandez Moreno","Juan Vazquez"
"2021-11-21","AQU","10","Outer turf","Partner's Hope"," 2 ","2","8-5","Javier Castellano","Danny Gargan"
"2021-11-21","AQU","10","Outer turf","Uncle Mo's Cat"," 3 ","3","10-1","Dylan Davis","Wayne Potts"
"2021-11-21","AQU","10","Outer turf","Motion to Strike"," 4 ","4","15-1","Jose Lezcano","Patrick Reynolds"
"2021-11-21","AQU","10","Outer turf","Unlikely"," 5 ","5","20-1","Ruben Silvera","John Pregman, Jr."
"2021-11-21","AQU","10","Outer turf","My Boy Colton"," 6 ","6","6-1","Trevor McCarthy","James Jerkens"
"2021-11-21","AQU","10","Outer turf","Devour"," 7 ","7","30-1","Michael Luzzi","Clarence King"
"2021-11-21","AQU","10","Outer turf","Camouflaged Kisser"," 8 ","8","15-1","Christian Ramos","Keith O'Brien"
"2021-11-21","AQU","10","Outer turf","Boom Boom Kaboom"," 9 ","9","8-1","Eric Cancel","George Weaver"
"2021-11-21","AQU","10","Outer turf","Rogers Ginger","10 ","10","9-2","Jose Ortiz","Michael Maker"
"2021-11-21","AQU","10","Outer turf","Lucky Lucas","11 ","11","12-1","Raul Mena","John Kimmel"
"2021-11-21","AQU","10","Outer turf","Chase the Cat","12 ","12","15-1","Benjamin Hernandez","Gary Sciacca"
"2021-11-21","AQU","10","Outer turf","Morethanaconqueror","13 ","13","20-1","Christian Ramos","Holly Harris"
"2021-11-21","AQU","10","Outer turf","Charleston Strong","14 ","14","3-1","Luis Saez","Michael Maker"
"2021-11-21","AQU","10","Outer turf","Jack's Dream","15 ","15","10-1","Kendrick Carmouche","George Weaver"
"2021-11-21","AQU","10","Outer turf","Mister J T","16 ","16","5-1","Eric Cancel","David Donk"
"2021-11-21","CD","1","Dirt","Lemon and Diem"," 1 ","1","3-1","Reylu Gutierrez","Mark Simms, Jr."
"2021-11-21","CD","1","Dirt","Sir Michael"," 2 ","2","7-2","John McKee","Norman Cash"
"2021-11-21","CD","1","Dirt","News Box"," 3 ","3","3-1","Adam Beschizza","Eddie Kenneally"
"2021-11-21","CD","1","Dirt","Colombiano"," 4 ","4","30-1","Kendal Sterritt","John Hill, Jr."
"2021-11-21","CD","1","Dirt","Murdo"," 5 ","5","12-1","Albin Jimenez","Claude Brownfield, III"
"2021-11-21","CD","1","Dirt","Americain Joey"," 6 ","6","15-1","Joseph Talamo","Thomas Vance"
"2021-11-21","CD","1","Dirt","Bebop Shoes"," 7 ","7","5-2","Calvin Borel","Renay Borel"
"2021-11-21","CD","1","Dirt","Jingle"," 8 ","8","15-1","Rafael Bejarano","Michael Lauer"
"2021-11-21","CD","2","Dirt","Upandcomingstar"," 1 ","1","9-5","Tyler Gaffalione","Steven Asmussen"
"2021-11-21","CD","2","Dirt","Sovereign Appeal"," 2 ","2","6-1","Mitchell Murrill","Brian Lynch"
"2021-11-21","CD","2","Dirt","Temper Time"," 3 ","3","2-1","Joel Rosario","Dale Romans"
"2021-11-21","CD","2","Dirt","Berate"," 4 ","4","4-1","Florent Geroux","J. McGaughey"
"2021-11-21","CD","2","Dirt","Bahama Mischief"," 5 ","5","3-1","Julien Leparoux","Ian Wilkes"
"2021-11-21","CD","2","Dirt","Epona Bay"," 6 ","6","10-1","Brian Hernandez, Jr.","Kenneth McPeek"
"2021-11-21","CD","3","Dirt","Coco Puff"," 1 ","1","7-2","James Graham","J. Desormeaux"
"2021-11-21","CD","3","Dirt","Deronda"," 2 ","2","20-1","Kendal Sterritt","Ron Moquett"
"2021-11-21","CD","3","Dirt","Triple P"," 3 ","3","5-1","Corey Lanerie","Steve Margolis"
