"Track","RaceNumber","HorsesRunning"
"CT","5","10"
"CT","8","9"
"DED","1","11"
"DED","3","11"
"DED","4","9"
"DED","5","9"
"DED","6","10"
"DED","8","12"
"DED","9","10"
"FG","1","10"
"FG","3","9"
"FG","4","9"
"FG","7","12"
"FG","8","10"
"FG","9","14"
"FG","10","11"
"GG","7","10"
"GP","1","11"
"GP","2","9"
"GP","3","11"
"GP","4","9"
"GP","5","9"
"GP","7","10"
"GP","9","11"
"GP","10","11"
"HOU","5","9"
"HOU","6","10"
"HOU","8","10"
"OP","1","11"
"OP","2","9"
"OP","3","10"
"OP","4","9"
"OP","5","14"
"OP","6","13"
"OP","7","9"
"OP","9","13"
"TP","1","14"
"TP","2","11"
"TP","3","11"
"TP","4","12"
"TP","5","14"
"TP","6","14"
"TP","7","11"
"TP","8","14"
"TUP","2","11"
"TUP","5","10"
"TUP","6","12"
"TUP","7","12"
"TUP","8","10"
