"Track","RaceNumber","HorsesRunning"
"BEL","2","13"
"BEL","4","16"
"BEL","5","10"
"BEL","6","15"
"BEL","7","10"
"BEL","8","15"
"BEL","9","10"
"DED","1","12"
"DED","3","12"
"DED","5","11"
"DED","6","12"
"DED","7","10"
"DED","8","10"
"DED","9","12"
"DED","10","12"
"DEL","3","9"
"DEL","4","9"
"DEL","7","9"
"EVD","3","9"
"EVD","5","10"
"EVD","6","10"
"EVD","7","9"
"EVD","8","9"
"GP","5","15"
"GP","8","10"
"IND","3","10"
"IND","9","10"
"IND","10","12"
"KEE","3","16"
"KEE","5","11"
"KEE","6","13"
"KEE","7","14"
"KEE","8","16"
"KEE","9","14"
"KES","1","16"
"KES","2","13"
"KES","3","16"
"LRL","1","15"
"LRL","3","16"
"LRL","4","10"
"LRL","5","16"
"LRL","6","9"
"LRL","7","16"
"LRL","9","13"
"RP","2","9"
"RP","4","10"
"RP","5","11"
"RP","6","12"
"RP","7","13"
"RP","8","9"
"RP","9","11"
