"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-06-10","AP","MAIDEN SPECIAL WEIGHT ","2","Hold Me Closer","10-1"," 6 ","6","FTL","Secret Circle"
"2021-06-10","AP","MAIDEN SPECIAL WEIGHT ","5","Away to Return","3-1"," 2 ","2","FTL","Ghostzapper"
"2021-06-10","AP","MAIDEN SPECIAL WEIGHT ","5","Beyond Proper","5-1"," 4 ","4","FTL","Munnings"
"2021-06-10","AP","MAIDEN SPECIAL WEIGHT ","5","Heavenly Scent","15-1"," 5 ","5","FTL","Mustanfar"
"2021-06-10","AP","MAIDEN SPECIAL WEIGHT ","5","Sway to Go","9-2"," 7 ","7","FTL","Honor Code"
"2021-06-10","BEL","MAIDEN CLAIMING($40,000) ","9","Chulainn","10-1"," 1 ","1","FTL","Kantharos"
"2021-06-10","BEL","MAIDEN CLAIMING($40,000) ","9","Pivotal Run","9-2"," 6 ","6","FTL","War Dancer"
"2021-06-10","BEL","MAIDEN CLAIMING($40,000) ","9","Reunion Tour","4-1","14 ","14","FTL","Super Saver"
"2021-06-10","BEL","MAIDEN CLAIMING($40,000) ","9","Enroule","3-1","16 ","16","FTL","Tencendur"
"2021-06-10","BTP","MAIDEN CLAIMING($12,500) ","1","Supervise","10-1"," 2 ","2","FTL","Super Saver"
"2021-06-10","BTP","MAIDEN CLAIMING($12,500) ","1","Lucky Shore","7-2"," 4 ","4","FTL","Lookin At Lucky"
"2021-06-10","BTP","MAIDEN CLAIMING($12,500) ","4","Silvia","10-1"," 4 ","4","FTL","Exaggerator"
"2021-06-10","BTP","MAIDEN CLAIMING($12,500) ","6","Now Pramela","8-1"," 5 ","5","FTL","Sir Shackleton"
"2021-06-10","BTP","CLAIMING($12,500) ","8","Bay Magic","20-1"," 4 ","4","FTL","Senor Amigo"
"2021-06-10","CBY","MAIDEN SPECIAL WEIGHT ","5","A P Gunner","15-1"," 3 ","3","FTL","Gray Meteor"
"2021-06-10","CBY","MAIDEN SPECIAL WEIGHT ","5","Jeromieo","10-1"," 6 ","6","FTL","Strong Mandate"
"2021-06-10","CBY","MAIDEN SPECIAL WEIGHT ","5","Bayou Benny","4-1"," 8 ","8","FTL","Benny the Bull"
"2021-06-10","CBY","MAIDEN SPECIAL WEIGHT ","5","Johnny Up","6-1"," 9 ","9","FTL","Majesticperfection"
"2021-06-10","CBY","MAIDEN SPECIAL WEIGHT ","5","Getcha","5-1","10 ","10","FTL","Astrology"
"2021-06-10","EVD","MAIDEN CLAIMING($15,000) ","5","Freud Wind","8-1"," 2 ","2","FTL","Freud"
"2021-06-10","EVD","MAIDEN CLAIMING($15,000) ","5","Vanoro","10-1"," 4 ","4","FTL","Vancouver*Aus"
"2021-06-10","EVD","MAIDEN CLAIMING($5,000) ","8","Sweet Sunny B","10-1"," 6 ","6","FTL","Soaring Sun"
"2021-06-10","EVD","MAIDEN CLAIMING($5,000) ","8","Unbridled Hope","8-1"," 8 ","8","FTL","Zong"
"2021-06-10","GG","MAIDEN CLAIMING($22,500) ","1","Diamond Data","8-1"," 5 ","5","FTL","Data Link"
"2021-06-10","GG","MAIDEN CLAIMING($22,500) ","1","I'mgonnabesomebody","10-1"," 6 ","6","FTL","Will Take Charge"
"2021-06-10","GG","MAIDEN CLAIMING($18,000) ","7","Song of Fire","15-1"," 3 ","3","FTL","He Be Fire N Ice"
"2021-06-10","HOU","MAIDEN CLAIMING($20,000) ","2","Good Candy Bird","6-1"," 2 ","2","FTL","Jess Good Candy"
"2021-06-10","HOU","MAIDEN CLAIMING($20,000) ","2","Miguelito","10-1"," 4 ","4","FTL","Heza Fast Dash"
"2021-06-10","HOU","MAIDEN CLAIMING($20,000) ","2","Dbd Celebratemehome","15-1"," 5 ","5","FTL","Sum Fun to Bet"
"2021-06-10","HOU","MAIDEN CLAIMING($20,000) ","2","Cute Streakin Ginger","8-1"," 7 ","7","FTL","Streakin La Jolla"
"2021-06-10","HOU","MAIDEN CLAIMING($20,000) ","4","Corona Moonin","15-1"," 4 ","4","FTL","Moonin the Eagle"
"2021-06-10","HOU","MAIDEN CLAIMING($20,000) ","5","Tac It Clear Winn","15-1"," 1 ","1","FTL","Clear Winn"
"2021-06-10","HOU","MAIDEN ","10","Fool for It","12-1"," 5 ","5","FTL","Foose"
"2021-06-10","HOU","MAIDEN ","10","Jesswonpum","8-1"," 7 ","7","FTL","Jess Louisiana Blue"
"2021-06-10","IND","MAIDEN CLAIMING($10,000) ","1","Rosy Glow","4-1"," 2 ","2","FTL","Quien"
"2021-06-10","IND","MAIDEN CLAIMING($10,000) ","1","One Hot Chick","8-1"," 4 ","4","FTL","Skipshot"
"2021-06-10","IND","MAIDEN CLAIMING($30,000) ","4","Beach Peach","9-2"," 5 ","5","FTL","Dialed In"
