"Track","RaceNumber","HorsesRunning"
"CD","4","11"
"CD","6","11"
"CD","7","10"
"CD","8","12"
"CD","9","11"
"EVD","4","9"
"EVD","5","10"
"EVD","6","10"
"EVD","8","10"
"GPW","1","15"
"GPW","3","14"
"GPW","8","16"
"IND","3","14"
"IND","4","9"
"IND","5","11"
"IND","7","11"
"IND","8","14"
"IND","9","14"
"IND","10","10"
"IND","11","10"
"IND","12","11"
"MNR","1","13"
"MNR","2","14"
"MNR","3","12"
"MNR","4","13"
"MNR","5","11"
"MNR","6","9"
"MNR","7","9"
"MNR","9","14"
"PEN","1","9"
"PEN","2","12"
"PEN","3","12"
"PEN","4","12"
"PEN","5","12"
"PEN","6","11"
"PEN","7","12"
"PEN","8","12"
"PEN","9","12"
"PEN","10","10"
"PEN","11","11"
"PRX","1","14"
"PRX","2","11"
"PRX","3","9"
"PRX","4","14"
"PRX","5","10"
"PRX","6","16"
"PRX","7","9"
"PRX","8","12"
"PRX","9","9"
"PRX","10","16"
