"Track","RaceNumber","HorsesRunning"
"AQU","9","10"
"EQC","3","9"
"FG","2","10"
"FG","4","10"
"FG","8","10"
"FG","9","10"
"GP","1","9"
"GP","7","11"
"GP","8","9"
"GP","9","9"
"GP","11","13"
"HOU","2","13"
"HOU","3","12"
"HOU","5","12"
"HOU","6","9"
"HOU","7","14"
"HOU","9","12"
"HOU","10","11"
"LAD","4","9"
"LAD","6","9"
"LAD","7","9"
"OP","2","10"
"OP","5","14"
"OP","7","13"
"OP","9","13"
"SA","2","9"
"SA","6","9"
"SA","8","9"
"TAM","4","10"
"TAM","7","10"
"TAM","8","11"
"TAM","9","11"
