"Track","RaceNumber","HorsesRunning"
"CT","4","10"
"CT","5","13"
"CT","6","10"
"CT","8","10"
"EQA","1","12"
"EQA","2","9"
"EQA","3","13"
"EQC","1","9"
"EQC","3","9"
"FG","3","9"
"FG","6","10"
"FG","8","15"
"GP","1","12"
"GP","5","12"
"GP","7","12"
"GP","10","16"
"HOU","2","9"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","7","10"
"HOU","9","11"
"HOU","10","10"
"LRL","7","9"
"LRL","9","9"
"OP","2","14"
"OP","4","12"
"OP","6","9"
"OP","7","14"
"OP","9","14"
"PEN","1","10"
"PEN","2","10"
"PEN","3","12"
"PEN","4","9"
"PEN","6","9"
"PEN","8","11"
"PEN","10","11"
"PEN","11","10"
"SA","3","13"
"SA","7","9"
"SA","8","9"
"TAM","6","9"
"TAM","7","9"
"TAM","8","13"
"TAM","9","12"
"TP","1","10"
"TP","2","12"
"TP","3","11"
"TP","4","11"
"TP","5","13"
"TP","6","12"
"TP","7","10"
"TP","8","14"
"TUP","1","12"
"TUP","4","10"
"TUP","5","9"
"TUP","6","12"
"TUP","7","10"
"TUP","8","12"
"TUP","9","9"
