"Track","RaceNumber","HorsesRunning"
"BEL","2","16"
"BEL","4","16"
"BEL","5","9"
"BEL","6","16"
"BEL","8","14"
"BEL","9","16"
"CD","5","12"
"CD","7","15"
"CD","9","16"
"CD","10","14"
"CT","4","13"
"CT","5","9"
"CT","6","9"
"CT","7","9"
"CT","9","10"
"EMD","5","11"
"EMD","6","9"
"EMD","7","9"
"EMD","8","11"
"EMD","9","9"
"EMD","11","11"
"EVD","1","10"
"EVD","3","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","10"
"GG","5","9"
"GG","7","9"
"GPW","1","16"
"GPW","3","12"
"GPW","5","9"
"GPW","6","10"
"GPW","7","10"
"GPW","8","11"
"GPW","9","14"
"IND","4","12"
"IND","6","14"
"IND","7","11"
"IND","8","14"
"IND","9","14"
"IND","11","9"
"LRL","3","14"
"LRL","4","9"
"LRL","5","16"
"LRL","6","11"
"LRL","7","11"
"LRL","8","9"
"RP","1","9"
"RP","2","12"
"RP","4","10"
"RP","5","12"
"RP","6","12"
"RP","7","10"
"RP","9","12"
