"Track","RaceNumber","HorsesRunning"
"ARP","1","11"
"ARP","2","11"
"ARP","4","10"
"ARP","5","10"
"ARP","6","10"
"ARP","7","9"
"BTP","2","16"
"BTP","7","10"
"BTP","8","9"
"CBY","8","12"
"CBY","9","9"
"CNL","7","9"
"CNL","8","11"
"CNL","9","11"
"DEL","3","11"
"DEL","5","14"
"DEL","7","14"
"DEL","8","9"
"EMD","5","9"
"EMD","6","9"
"EMD","7","10"
"EMD","8","9"
"EMD","10","9"
"EMD","11","11"
"EVD","2","9"
"EVD","3","9"
"EVD","4","11"
"EVD","5","13"
"EVD","6","12"
"EVD","7","10"
"EVD","8","9"
"EVD","9","9"
"FL","4","11"
"FL","6","10"
"FL","8","10"
"IND","2","12"
"IND","5","10"
"IND","6","11"
"IND","7","11"
"IND","8","11"
"IND","9","10"
"IND","10","11"
"LAD","5","14"
"LAD","7","9"
"LS","1","10"
"LS","3","9"
"LS","4","9"
"LS","6","10"
"LS","7","10"
"LS","9","11"
"MNR","1","10"
"PEN","2","12"
"PEN","3","12"
"PEN","4","12"
"PEN","8","10"
"PEN","10","10"
"PID","4","10"
"PID","8","10"
"PRX","2","9"
"PRX","3","9"
"PRX","4","10"
"PRX","8","11"
"PRX","10","11"
"SAR","1","9"
"SAR","5","9"
"SAR","10","9"
"TDN","4","9"
"TDN","7","9"
"TDN","8","9"
