"Track","RaceNumber","HorsesRunning"
"BTP","1","9"
"BTP","2","11"
"BTP","5","11"
"CBY","3","9"
"CBY","6","9"
"CBY","7","11"
"CBY","8","10"
"CBY","9","10"
"DED","1","10"
"DED","3","10"
"DED","4","10"
"DED","5","10"
"DED","6","9"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DEL","3","9"
"DEL","5","14"
"DEL","7","14"
"EVD","7","9"
"EVD","8","10"
"HOU","1","12"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"IND","7","9"
"IND","8","14"
"IND","10","12"
"PEN","2","12"
"PEN","3","12"
"PEN","8","10"
"PRX","7","12"
"PRX","9","11"
"PRX","10","9"
"PRX","11","9"
"TDN","2","9"
"TDN","4","9"
"TDN","6","9"
"TDN","8","9"
