"Track","RaceNumber","HorsesRunning"
"AP","8","11"
"BEL","2","9"
"BEL","5","10"
"BEL","9","14"
"CBY","4","9"
"CBY","7","10"
"ELP","2","10"
"ELP","3","9"
"ELP","4","10"
"ELP","6","10"
"ELP","7","9"
"ELP","8","11"
"EMD","7","9"
"EMD","9","10"
"FMT","2","10"
"FMT","3","9"
"FMT","8","9"
"FMT","9","9"
"FMT","10","10"
"FMT","11","10"
"FMT","12","10"
"GP","1","16"
"GP","4","9"
"GP","8","13"
"GP","9","12"
"GP","11","12"
"LS","1","9"
"LS","4","12"
"LS","5","9"
"LS","6","9"
"LS","7","9"
"LS","8","10"
"LS","10","14"
"LS","11","12"
"MNR","1","12"
"MNR","2","9"
"MNR","3","9"
"MNR","8","11"
"MTH","3","12"
"MTH","5","12"
"MTH","7","9"
"MTH","9","16"
"PIM","3","10"
"PIM","5","12"
"PIM","7","12"
"PRM","1","10"
"PRM","2","10"
"PRM","3","10"
"RUI","2","9"
"RUI","4","9"
"RUI","5","9"
"RUI","6","9"
"RUI","7","10"
"RUI","8","9"
"RUI","9","10"
"RUI","10","9"
"RUI","11","9"
"RUI","12","10"
"RUI","13","9"
"WYO","1","10"
"WYO","2","10"
"WYO","4","10"
"WYO","8","10"
"WYO","9","10"
"WYO","10","9"
