"Track","RaceNumber","HorsesRunning"
"AQU","4","9"
"AQU","6","9"
"AQU","7","9"
"AQU","10","10"
"CT","8","10"
"EQC","3","10"
"FG","1","12"
"FG","2","9"
"FG","3","9"
"FG","7","12"
"FG","9","12"
"FG","10","9"
"FON","3","10"
"FON","4","9"
"FON","5","9"
"FON","6","9"
"FON","7","9"
"FON","10","10"
"GP","1","15"
"GP","7","12"
"GP","9","15"
"GP","10","9"
"GP","11","9"
"GP","12","14"
"HAW","8","9"
"HOU","1","11"
"HOU","5","11"
"HOU","7","9"
"LA","1","9"
"LAD","1","9"
"LAD","2","9"
"LAD","3","10"
"LAD","4","10"
"LAD","5","10"
"LAD","6","10"
"LAD","7","10"
"LAD","8","10"
"LAD","9","10"
"LRL","4","9"
"LRL","6","9"
"MVR","1","9"
"MVR","3","9"
"MVR","5","10"
"MVR","8","9"
"OP","1","10"
"OP","2","14"
"OP","3","11"
"OP","4","14"
"OP","6","10"
"OP","8","11"
"OP","9","10"
"OP","12","14"
"RP","2","10"
"RP","4","9"
"RP","6","10"
"RP","8","10"
"SA","1","11"
"SA","6","10"
"SA","9","10"
"TAM","4","10"
"TAM","5","12"
"TAM","6","14"
"TAM","7","12"
"TAM","8","9"
"TAM","9","11"
"TAM","10","12"
"TP","1","10"
"TP","5","11"
"TP","7","11"
"TP","8","10"
