"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-05-19","BTP","MAIDEN CLAIMING($5,000) ","8","Weapon","30-1"," 3 ","3","FTL","Dialed In"
"2021-05-19","CBY","MAIDEN SPECIAL WEIGHT ","6","Well Read","3-1"," 6 ","6","FTL","Cross Traffic"
"2021-05-19","EVD","MAIDEN CLAIMING($5,000) ","3","Mischevious Robert","12-1"," 8 ","8","FTL","Crider"
"2021-05-19","FL","MAIDEN SPECIAL WEIGHT ","5","Gonna Be Dancing","4-1","2B ","5","FTL","War Dancer"
"2021-05-19","FL","MAIDEN SPECIAL WEIGHT ","5","Uhavetobekittenme","3-1","7  ","9","FTL","Admiral Kitten"
"2021-05-19","FL","ALLOWANCE ","7","Trigger Pull","8-1"," 8 ","8","FTL","Encaustic"
"2021-05-19","IND","MAIDEN SPECIAL WEIGHT ","4","Runpat","8-5"," 1 ","1","FTL","Runhappy"
"2021-05-19","IND","MAIDEN SPECIAL WEIGHT ","6","French Kid","6-1"," 5 ","5","FTL","Pataky Kid"
"2021-05-19","IND","Sagamore Sired S.","8","Binge","30-1","10 ","10","FTL","Skylord"
"2021-05-19","IND","MAIDEN ","10","Ah One Special Wave","10-1"," 1 ","1","FTL","One Sweet Jess"
"2021-05-19","IND","MAIDEN ","10","A Little Louie","8-1"," 2 ","2","FTL","Dominyun"
"2021-05-19","IND","MAIDEN ","10","J Corona Extra","7-2"," 3 ","3","FTL","Corona Cartel"
"2021-05-19","IND","MAIDEN ","10","Bp Eagle Cartel","8-1"," 4 ","4","FTL","Moonin the Eagle"
"2021-05-19","IND","MAIDEN ","10","Delightful Dahlonega","10-1"," 5 ","5","FTL","Coronado Cartel"
"2021-05-19","IND","MAIDEN ","10","Count Down","4-1"," 6 ","6","FTL","Ivory James"
"2021-05-19","IND","MAIDEN ","10","Illegal Id","9-2"," 7 ","7","FTL","Coronado Cartel"
"2021-05-19","IND","MAIDEN ","10","Brimmfall","8-1"," 8 ","8","FTL","Brimmstone"
"2021-05-19","IND","MAIDEN ","10","Sc Girlcrush","10-1"," 9 ","9","FTL","Coronado Cartel"
"2021-05-19","IND","MAIDEN ","10","Fooseloosnflashyfree","12-1","11 ","11","FTL","Foose"
"2021-05-19","IND","MAIDEN ","10","Secret Senator","3-1","12 ","12","FTL","Hez Our Secret"
"2021-05-19","LAD","MAIDEN CLAIMING($12,500) ","1","Big T","10-1"," 2 ","2","FTL","Ents Dream"
"2021-05-19","LAD","MAIDEN CLAIMING($12,500) ","7","Em's Miss Prado","12-1"," 2 ","2","FTL","Paddy O'Prado"
"2021-05-19","LAD","MAIDEN CLAIMING($12,500) ","7","Lot'sa Silver","12-1"," 5 ","5","FTL","Ents Dream"
"2021-05-19","MNR","MAIDEN SPECIAL WEIGHT ","1","My Dior","8-1"," 2 ","2","FTL","Data Link"
"2021-05-19","PEN","MAIDEN CLAIMING($22,500) ","6","Macho Smoke","15-1"," 4 ","4","FTL","Macho Uno"
"2021-05-19","PEN","MAIDEN CLAIMING($14,000) ","7","Serene Warrior","8-1"," 2 ","2","FTL","Warrior's Reward"
"2021-05-19","PEN","MAIDEN CLAIMING($10,500) ","9","Don Tatto","10-1","2B ","9","FTL","Will Take Charge"
"2021-05-19","PEN","MAIDEN CLAIMING($10,500) ","9","Nightenford Kaz","12-1","6  ","5","FTL","Shackleford"
