"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","5","9"
"ALB","6","12"
"ALB","7","10"
"ALB","8","12"
"ALB","9","10"
"ALB","10","12"
"ARP","1","9"
"ARP","4","9"
"BTP","2","9"
"BTP","4","15"
"BTP","6","10"
"BTP","7","9"
"BTP","8","9"
"CBY","6","14"
"CBY","9","9"
"CNL","2","9"
"CNL","3","10"
"CNL","5","12"
"CNL","6","11"
"CNL","7","14"
"CNL","9","14"
"DEL","2","9"
"DEL","4","11"
"DEL","5","11"
"DEL","7","14"
"DEL","8","11"
"EMD","7","10"
"EMD","8","11"
"EMD","10","10"
"EMD","11","10"
"EVD","5","14"
"EVD","6","9"
"EVD","7","9"
"EVD","9","11"
"FL","7","9"
"FL","8","12"
"IND","3","9"
"IND","5","10"
"IND","6","13"
"IND","7","13"
"IND","8","12"
"IND","9","11"
"IND","10","12"
"LAD","5","14"
"LS","1","12"
"LS","2","9"
"LS","3","11"
"LS","4","12"
"LS","5","10"
"LS","6","10"
"LS","7","14"
"LS","8","12"
"LS","11","12"
"MNR","1","10"
"PEN","2","11"
"PEN","3","12"
"PEN","7","9"
"PID","1","9"
"PID","6","10"
"PID","8","13"
"PRX","1","10"
"PRX","9","10"
"PRX","10","16"
"SAR","3","10"
"SAR","7","14"
"SAR","10","10"
"TDN","1","11"
"TDN","6","9"
"TDN","7","10"
"TDN","8","9"
