"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-09-08","BTP","MAIDEN SPECIAL WEIGHT ","2","Mymonstersforreal","6-1"," 2 ","2","FTL","State Line"
"2020-09-08","CBY","MAIDEN CLAIMING($7,500) ","2","Changing Gears","2-1"," 6 ","6","FTL","Cowboy Cal"
"2020-09-08","FL","MAIDEN SPECIAL WEIGHT ","6","Centre Street","10-1"," 7 ","7","FTL","City Zip"
"2020-09-08","FL","MAIDEN SPECIAL WEIGHT ","6","Scott Frost","20-1"," 8 ","8","FTL","Frost Giant"
"2020-09-08","FL","MAIDEN CLAIMING($5,000) ","8","Pam Dorth Andiamo","8-1"," 3 ","3","FTL","Tale of the Cat"
"2020-09-08","IND","MAIDEN CLAIMING($16,000) ","3","Charles Chrome","5-2"," 7 ","7","FTL","California Chrome"
"2020-09-08","IND","MAIDEN CLAIMING($16,000) ","3","Uncle Roy","15-1"," 8 ","8","FTL","Monba"
"2020-09-08","IND","MAIDEN CLAIMING($10,000) ","4","Carson Rules","5-1"," 9 ","9","FTL","Archarcharch"
"2020-09-08","IND","MAIDEN SPECIAL WEIGHT ","8","Disobedient","5-2","12 ","12","FTL","Into Mischief"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Arkansas Bling","6-1","1  ","3","FTL","Too Much Bling"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Melting Snow","6-1","1A ","13","FTL","Dialed In"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Susan Strong","20-1"," 5 ","5","FTL","Strong Mandate"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","A Song for Mickey","15-1"," 6 ","6","FTL","Expect a Lot"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Dance On Over","9-2"," 7 ","7","FTL","Tapiture"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Diamond Lily","12-1"," 8 ","8","FTL","Gemologist"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Time for a Song","6-1"," 9 ","9","FTL","Graydar"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","1","Foxycall","8-1","10 ","10","FTL","Overanalyze"
"2020-09-08","LAD","MAIDEN SPECIAL WEIGHT ","4","Inspiring","7-2","12 ","12","FTL","Medaglia d'Oro"
"2020-09-08","PID","MAIDEN SPECIAL WEIGHT ","2","Charlita","15-1","1  ","1","FTL","Cinco Charlie"
"2020-09-08","PID","MAIDEN SPECIAL WEIGHT ","2","Zagroota","15-1","1A ","7","FTL","Not Bourbon"
"2020-09-08","PID","MAIDEN SPECIAL WEIGHT ","2","Get Me a Diamond","12-1"," 5 ","5","FTL","Creative Cause"
"2020-09-08","PID","MAIDEN SPECIAL WEIGHT ","2","She'sanearthmover","9-2","8  ","9","FTL","First Samurai"
"2020-09-08","PID","MAIDEN SPECIAL WEIGHT ","2","Dana's Beauty","3-1","9  ","10","FTL","Not This Time"
"2020-09-08","PID","MAIDEN CLAIMING($7,500) ","8","No Time to Yawn","6-1","4  ","3","FTL","Csaba"
"2020-09-08","PRX","MAIDEN SPECIAL WEIGHT ","3","Solid Gold Dancer","9-2"," 4 ","4","FTL","Golden Lad"
"2020-09-08","TDN","MAIDEN SPECIAL WEIGHT ","6","Diamond Lydiamarie","8-1"," 5 ","5","FTL","You Luckie Mann"
