"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-01-06","CT","MAIDEN CLAIMING($10,000) ","3","Preacher's Bay","6-1"," 4 ","4","FTL","Beautyinthepulpit"
"2021-01-06","CT","MAIDEN CLAIMING($10,000) ","3","Brother Skye","8-1"," 5 ","5","FTL","First Samurai"
"2021-01-06","CT","MAIDEN CLAIMING($4,500) ","5","Nor Per Ours","15-1","11 ","11","FTL","Norumbega"
"2021-01-06","DED","MAIDEN CLAIMING($10,000) ","3","Robtadi Storm","15-1"," 3 ","3","FTL","Speed Limit"
"2021-01-06","DED","MAIDEN CLAIMING($10,000) ","3","Wayne's Hope","20-1"," 4 ","4","FTL","Tidal Wave"
"2021-01-06","DED","MAIDEN CLAIMING($10,000) ","9","Oops Wediditagain","5-1","11 ","11","FTL","Bodemeister"
"2021-01-06","FG","MAIDEN CLAIMING($25,000) ","2","Lady Hampton","20-1"," 2 ","2","FTL","Hampton Court*Aus"
"2021-01-06","FG","MAIDEN CLAIMING($10,000) ","3","Circus","5-2","3  ","2","FTL","Runhappy"
"2021-01-06","FG","MAIDEN CLAIMING($12,500) ","9","Gone Midnight","15-1"," 1 ","1","FTL","Shakin It Up"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Raulito","2-1"," 1 ","1","FTL","Overanalyze"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Andres Eduardo","5-1"," 2 ","2","FTL","Kantharos"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Uncaptured Pulse","12-1"," 3 ","3","FTL","Uncaptured"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Sweeney's Cat","9-2"," 4 ","4","FTL","Kitten's Joy"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Sette Stelle","20-1"," 5 ","5","FTL","Munnings"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Dallas' Hiccup","20-1"," 7 ","7","FTL","Super Saver"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Pugin","5-2"," 8 ","8","FTL","Palace Malice"
"2021-01-06","GP","MAIDEN CLAIMING($20,000) ","1","Can't Be Broken","30-1"," 9 ","9","FTL","Uncaptured"
"2021-01-06","GP","MAIDEN SPECIAL WEIGHT ","3","Schakolad","5-1"," 1 ","1","FTL","Curlin"
"2021-01-06","GP","MAIDEN SPECIAL WEIGHT ","3","Jade Empress","5-2"," 2 ","2","FTL","Shanghai Bobby"
"2021-01-06","GP","MAIDEN SPECIAL WEIGHT ","3","Khosea","6-1"," 3 ","3","FTL","Khozan"
"2021-01-06","GP","MAIDEN SPECIAL WEIGHT ","3","One Night Stand","15-1"," 4 ","4","FTL","Macho Uno"
"2021-01-06","GP","MAIDEN SPECIAL WEIGHT ","3","Skyfly","9-5"," 5 ","5","FTL","Jess's Dream"
"2021-01-06","GP","MAIDEN SPECIAL WEIGHT ","3","No Decaf","7-2"," 6 ","6","FTL","Khozan"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Tonala","20-1"," 1 ","1","FTL","Tonalist"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Ten Pin Ally","20-1"," 2 ","2","FTL","Air Force Blue"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Liesel","4-1"," 3 ","3","FTL","Brethren"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Gotham Queen","6-1"," 4 ","4","FTL","Honor Code"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Facts Only","5-1"," 5 ","5","FTL","Bahamian Squall"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Dawnsweetsmile","20-1"," 6 ","6","FTL","Liam's Map"
"2021-01-06","GP","MAIDEN CLAIMING($12,500) ","5","Shakem","10-1"," 7 ","7","FTL","Hard Spun"
