"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-03-03","CT","1","Dirt","Midnight Horizon"," 1 ","1","12-1","Wladimir Rocha","Joseph Stehr"
"2021-03-03","CT","1","Dirt","Marleesbeebee"," 2 ","2","12-1","Jason Simpson","Elex Bowman"
"2021-03-03","CT","1","Dirt","Genesis G G"," 3 ","3","9-5","Victor Rodriguez","Nelsi Roman-Salon"
"2021-03-03","CT","1","Dirt","Ask Me How Iknow"," 4 ","4","5-1","Fredy Peltroche","Michael Atkins"
"2021-03-03","CT","1","Dirt","Becoming Smitty"," 5 ","5","7-5","Glenmore Mayhew","Douglas Adams"
"2021-03-03","CT","1","Dirt","Sterling Gladiator"," 6 ","6","10-1","Keimar Trotman","Alex Correa"
"2021-03-03","CT","1","Dirt","Windsor's Fun"," 7 ","7","15-1","Jerry Villegas","Brian Boyce"
"2021-03-03","CT","2","Dirt","Sing a Verse"," 1 ","1","15-1","Sunday Diaz, Jr.","Ricardo D'Angelo"
"2021-03-03","CT","2","Dirt","Martin Man"," 2 ","2","2-1","Jose Montano","Adam Ingram"
"2021-03-03","CT","2","Dirt","Siente El Viento"," 3 ","3","12-1","Wladimir Rocha","Joseph Stehr"
"2021-03-03","CT","2","Dirt","Absalom"," 4 ","4","3-1","Carlos Marrero","Jeff Runco"
"2021-03-03","CT","2","Dirt","Prota"," 5 ","5","3-1","Arnaldo Bocachica","Jeff Runco"
"2021-03-03","CT","2","Dirt","Bribery"," 6 ","6","5-2","Antonio Lopez","John Carlisle"
"2021-03-03","CT","3","Dirt","Cedars Bulls Eye"," 1 ","1","5-1","Fredy Peltroche","Timothy Grams"
"2021-03-03","CT","3","Dirt","Door Buster"," 2 ","2","15-1","Denis Araujo","Ollie Figgins, III"
"2021-03-03","CT","3","Dirt","Castle's Tuffy"," 3 ","3","6-5","Antonio Lopez","Victor Espinosa"
"2021-03-03","CT","3","Dirt","Arrowwood"," 4 ","4","8-1","Arnaldo Bocachica","Jeff Runco"
"2021-03-03","CT","3","Dirt","Stella Seville"," 5 ","5","15-1","Reshawn Latchman","Kristy Gazzier"
"2021-03-03","CT","3","Dirt","Tizbit"," 6 ","6","7-2","Carlos Marrero","Jeff Runco"
"2021-03-03","CT","3","Dirt","Angels Castle"," 7 ","7","9-2","Christian Hiraldo","Timothy Grams"
"2021-03-03","CT","4","Dirt","Talent Expected"," 1 ","1","5-2","Fredy Peltroche","Timothy Grams"
"2021-03-03","CT","4","Dirt","Jamestown Road"," 2 ","2","12-1","Denis Araujo","James Casey"
"2021-03-03","CT","4","Dirt","Boundtobeok"," 3 ","3","6-1","Keimar Trotman","James Casey"
"2021-03-03","CT","4","Dirt","Shutupn'kissme"," 4 ","4","5-1","Wesley Ho","John McKee"
"2021-03-03","CT","4","Dirt","That Kenney Kid"," 5 ","5","4-1","Arnaldo Bocachica","Jeff Runco"
"2021-03-03","CT","4","Dirt","Peppa Starr"," 6 ","6","8-5","Carlos Delgado","Javier Contreras"
"2021-03-03","CT","5","Dirt","Cecil the Lion"," 1 ","1","15-1","Fredy Peltroche","Lloyd Scott"
"2021-03-03","CT","5","Dirt","Fifth of November"," 2 ","2","30-1","Victor Rodriguez","Mark Tomczak"
"2021-03-03","CT","5","Dirt","Taurian"," 3 ","3","12-1","Christian Hiraldo","Russell Davis"
"2021-03-03","CT","5","Dirt","Kevins Chioce"," 4 ","4","4-1","Arnaldo Bocachica","Anthony Farrior"
