"Track","RaceNumber","HorsesRunning"
"ALB","4","9"
"ALB","7","12"
"ALB","8","11"
"ALB","9","12"
"AP","7","9"
"CT","3","11"
"CT","7","10"
"CT","8","10"
"DEL","4","9"
"DEL","6","9"
"DMR","1","10"
"DMR","2","9"
"DMR","4","14"
"DMR","5","9"
"DMR","7","14"
"DMR","9","9"
"DMR","10","14"
"DMR","11","14"
"ELP","3","9"
"ELP","5","9"
"ELP","6","10"
"ELP","8","11"
"EVD","5","13"
"FAN","7","9"
"GG","9","9"
"GP","1","9"
"GP","3","11"
"GP","6","9"
"GP","7","16"
"GP","9","16"
"GP","11","13"
"GP","12","10"
"IND","2","11"
"IND","3","12"
"IND","4","10"
"IND","5","10"
"IND","6","10"
"IND","7","10"
"IND","8","9"
"IND","9","11"
"IND","10","10"
"LAD","7","9"
"MTH","5","10"
"MTH","6","9"
"MTH","8","11"
"MTH","9","9"
"MTH","10","10"
"MTH","11","9"
"RP","2","10"
"RP","3","9"
"RUI","1","10"
"RUI","2","10"
"RUI","6","10"
"RUI","8","10"
"SAR","1","15"
"SAR","2","9"
"SAR","4","9"
"SAR","6","13"
"SAR","7","11"
"SAR","9","11"
"SAR","10","12"
"SWF","3","9"
"TIM","3","10"
"TIM","8","10"
"TIM","9","9"
