"Track","RaceNumber","HorsesRunning"
"BEL","2","10"
"BEL","4","10"
"BEL","5","10"
"BEL","7","10"
"BEL","9","13"
"CD","6","14"
"CD","8","15"
"CD","9","12"
"CD","10","10"
"EDR","5","9"
"EDR","6","9"
"EQC","2","10"
"EQC","4","9"
"GG","5","9"
"GG","8","10"
"GG","9","9"
"GP","1","12"
"GP","3","16"
"GP","6","13"
"GP","7","9"
"GP","8","11"
"GP","10","10"
"GP","11","13"
"LS","1","12"
"LS","10","14"
"MNR","1","10"
"MNR","2","14"
"MNR","3","10"
"MNR","8","9"
"MNR","9","9"
"PIM","1","11"
"PIM","3","16"
"PIM","5","16"
"PIM","6","11"
"PRM","8","9"
"RP","1","10"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","10","10"
"RP","11","10"
"RP","12","12"
"SRP","1","12"
"SRP","8","12"
"SRP","9","11"
"SRP","10","12"
