"Track","RaceNumber","HorsesRunning"
"AQU","2","16"
"AQU","4","16"
"AQU","5","9"
"AQU","6","14"
"AQU","9","12"
"AQU","10","11"
"CD","5","9"
"CD","8","10"
"CD","11","10"
"CT","3","9"
"CT","5","10"
"CT","7","10"
"CT","8","9"
"DED","2","10"
"DED","3","9"
"DED","4","11"
"DED","5","10"
"DED","6","9"
"DED","7","10"
"DED","8","12"
"DED","9","10"
"DED","10","11"
"DMR","3","9"
"DMR","5","9"
"DMR","6","9"
"DMR","7","10"
"DMR","9","10"
"EVD","8","10"
"GP","1","9"
"GP","2","10"
"GP","5","12"
"GP","6","11"
"GP","7","11"
"GP","8","10"
"GP","10","11"
"HAW","1","13"
"HAW","3","12"
"HAW","7","10"
"HAW","8","9"
"HAW","9","9"
"LA","7","10"
"LRL","1","10"
"LRL","2","15"
"LRL","3","9"
"LRL","5","13"
"LRL","8","9"
"LRL","9","16"
"LS","1","9"
"LS","3","10"
"LS","4","10"
"LS","5","10"
"LS","6","12"
"LS","7","9"
"LS","8","10"
"LS","9","11"
"LS","10","12"
"LS","11","10"
"MVR","5","9"
"MVR","7","10"
"MVR","8","12"
"RP","2","12"
"RP","3","9"
"RP","4","10"
"RP","5","11"
"RP","6","12"
"RP","8","9"
"RP","9","11"
"WRD","2","10"
"WRD","3","10"
"WRD","5","10"
"WRD","6","10"
"WRD","7","10"
"WRD","8","10"
"WRD","9","10"
"WRD","10","10"
"WRD","11","10"
"WRD","12","10"
