"Track","RaceNumber","HorsesRunning"
"BEL","2","16"
"BEL","5","10"
"BEL","6","10"
"BEL","8","10"
"BEL","9","9"
"BEL","10","16"
"CBY","5","9"
"CBY","7","9"
"CBY","8","10"
"CBY","9","10"
"CD","5","9"
"CD","7","12"
"CD","9","10"
"DED","1","10"
"DED","3","10"
"DED","6","10"
"DED","8","10"
"DED","9","10"
"DED","10","10"
"DEL","3","14"
"DEL","5","11"
"DEL","7","14"
"DEL","8","9"
"EDR","1","9"
"ENG-CTM","2","12"
"ENG-CTM","3","12"
"ENG-CTM","4","10"
"ENG-CTM","5","9"
"ENG-CTM","6","9"
"ENG-CTM","7","10"
"EQC","3","9"
"GOS","3","9"
"GP","1","9"
"GP","9","11"
"GP","10","9"
"LAD","2","9"
"LAD","6","9"
"LS","5","9"
"LS","6","11"
"LS","9","10"
"MNR","1","14"
"MNR","2","14"
"MNR","3","11"
"MNR","5","9"
"MNR","6","9"
"MNR","8","10"
"MTH","2","9"
"MTH","4","9"
"MTH","5","9"
"MTH","6","15"
"MTH","7","9"
"PIM","2","9"
"PIM","4","10"
"PIM","5","9"
"PIM","6","12"
"PIM","8","11"
"PRX","4","14"
"PRX","6","9"
"PRX","7","9"
"PRX","8","12"
"PRX","9","9"
"PRX","10","11"
"PRX","11","12"
"SA","1","9"
"SA","5","12"
"SA","9","9"
"TDN","7","10"
