"Track","RaceNumber","HorsesRunning"
"BEL","2","12"
"BEL","3","16"
"BEL","4","11"
"BEL","6","16"
"BEL","8","12"
"BEL","9","12"
"BHP","2","16"
"BHP","3","16"
"BHP","4","13"
"BHP","5","11"
"CD","3","14"
"CD","6","13"
"CD","7","9"
"CD","9","9"
"CD","10","10"
"DMR","5","9"
"DMR","7","11"
"DMR","8","10"
"DMR","9","12"
"GG","4","9"
"GG","8","9"
"GPW","1","16"
"GPW","3","14"
"GPW","5","11"
"GPW","7","12"
"GPW","8","9"
"HAW","2","12"
"HAW","3","13"
"HAW","4","12"
"HAW","5","9"
"HAW","6","13"
"HAW","7","13"
"HAW","8","12"
"LA","8","10"
"LRL","2","11"
"LRL","3","16"
"LRL","4","13"
"LRL","5","12"
"LRL","6","9"
"LRL","7","16"
"LRL","8","11"
"LS","1","12"
"LS","2","12"
"LS","3","9"
"LS","4","10"
"LS","6","10"
"LS","7","10"
"LS","8","12"
"LS","9","12"
"LS","10","10"
"LS","11","12"
"MNR","1","11"
"MNR","2","14"
"MNR","3","9"
"MNR","5","10"
"MNR","7","13"
"MNR","9","14"
"RP","1","9"
"RP","2","12"
"RP","3","9"
"RP","5","12"
"RP","6","12"
"RP","7","12"
"RP","8","9"
"RP","9","11"
"UNI","1","12"
"UNI","2","9"
"UNI","3","12"
"UNI","4","12"
"UNI","5","11"
"WRD","7","9"
"WRD","11","10"
"WRD","12","10"
