"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","2","12"
"AQU","4","9"
"AQU","5","9"
"AQU","6","10"
"AQU","7","11"
"AQU","8","14"
"CT","2","9"
"CT","5","9"
"CT","7","11"
"CT","8","10"
"DED","1","12"
"DED","3","12"
"DED","5","9"
"DED","6","10"
"DED","7","11"
"DED","8","12"
"DED","9","10"
"DED","10","11"
"DED","11","12"
"GP","1","9"
"GP","4","9"
"GP","5","9"
"GP","6","11"
"GP","9","12"
"KEE","1","9"
"KEE","3","9"
"KEE","5","13"
"KEE","7","9"
"KEE","9","10"
"LRL","9","10"
"OP","2","14"
"OP","3","10"
"OP","5","14"
"OP","6","12"
"OP","7","10"
"OP","9","12"
"RP","1","10"
"RP","2","10"
"RP","3","10"
"RP","4","9"
"RP","5","10"
"RP","7","10"
"RP","9","10"
"RP","10","10"
"RP","11","12"
"RP","12","10"
"TUP","1","12"
"TUP","2","11"
"TUP","4","9"
"TUP","6","10"
"TUP","7","11"
"TUP","8","11"
