"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-04-09","AQU","1","Dirt","Lemon Drop Road"," 1 ","1","9-2","Pablo Morales","James Jerkens"
"2021-04-09","AQU","1","Dirt","Islandman"," 2 ","2","30-1","Benjamin Hernandez","Andrew Williams"
"2021-04-09","AQU","1","Dirt","Absolute Courage"," 3 ","3","2-1","Jose Ortiz","Claude McGaughey III"
"2021-04-09","AQU","1","Dirt","Dazzle Time"," 4 ","4","9-5","Kendrick Carmouche","Michelle Nevin"
"2021-04-09","AQU","1","Dirt","Supply and Demand"," 5 ","5","5-2","Manuel Franco","Jorge Abreu"
"2021-04-09","AQU","1","Dirt","Overexaggerate"," 6 ","6","10-1","Eric Cancel","Chad Summers"
"2021-04-09","AQU","2","Dirt","Blitchton Lady","1  ","5","2-1","Manuel Franco","Mertkan Kantarmaci"
"2021-04-09","AQU","2","Dirt","Micromillion","1A ","6","2-1","Luis Rodriguez Castro","Mertkan Kantarmaci"
"2021-04-09","AQU","2","Dirt","Mani Pedi","2  ","1","6-1","Pablo Morales","Raymond Handal"
"2021-04-09","AQU","2","Dirt","Gringotts","3  ","2","5-1","Benjamin Hernandez","Edmund Davis"
"2021-04-09","AQU","2","Dirt","Mebs Web","4  ","3","8-1","Reylu Gutierrez","A. Avila"
"2021-04-09","AQU","2","Dirt","Lottie's Mizzion","5  ","4","3-1","Trevor McCarthy","Charlton Baker"
"2021-04-09","AQU","2","Dirt","Jara","6  ","7","5-2","Eric Cancel","Wayne Potts"
"2021-04-09","AQU","3","Outer turf","Simbasalltrouble"," 1 ","1","20-1","Luis Rodriguez Castro","Patrick Kelly"
"2021-04-09","AQU","3","Outer turf","Dreampoint"," 2 ","2","12-1","Pablo Morales","Gary Sciacca"
"2021-04-09","AQU","3","Outer turf","Unlikely"," 3 ","3","20-1","Heman Harkie","John Pregman, Jr."
"2021-04-09","AQU","3","Outer turf","Giramonte"," 4 ","4","12-1","Trevor McCarthy","H. Bond"
"2021-04-09","AQU","3","Outer turf","Justintimeforwine"," 5 ","5","7-2","Michael Luzzi","Patrick Reynolds"
"2021-04-09","AQU","3","Outer turf","Jack's Dream"," 6 ","6","5-1","Eric Cancel","George Weaver"
"2021-04-09","AQU","3","Outer turf","Rogue Leader"," 7 ","7","6-1","Manuel Franco","Jorge Abreu"
"2021-04-09","AQU","3","Outer turf","Resilient Kindaguy"," 8 ","8","20-1","Reylu Gutierrez","Wayne Potts"
"2021-04-09","AQU","3","Outer turf","Kiss'n Mission"," 9 ","9","15-1","Kendrick Carmouche","John Terranova II"
"2021-04-09","AQU","3","Outer turf","Production Credit","10 ","10","30-1","Luis Cardenas","James Ferraro"
"2021-04-09","AQU","3","Outer turf","Me 'n Sap","11 ","11","3-1","Jose Ortiz","David Donk"
"2021-04-09","AQU","3","Outer turf","Freudian Analyst","12 ","12","8-1","Benjamin Hernandez","Keith O'Brien"
"2021-04-09","AQU","3","Outer turf","Second Fortune","13 ","13","12-1","Luis Cardenas","Bob Dunham"
"2021-04-09","AQU","3","Outer turf","Ghostmon","14 ","14","6-1"," Rider TBA","Rudy Rodriguez"
