"Track","RaceNumber","HorsesRunning"
"AP","6","10"
"AP","7","10"
"AP","8","11"
"BTP","2","10"
"BTP","6","12"
"BTP","8","9"
"CBY","4","13"
"CBY","6","9"
"CBY","7","13"
"CBY","8","11"
"CT","4","10"
"CT","8","10"
"DEL","2","9"
"DEL","6","14"
"EMD","8","12"
"EMD","10","9"
"EMD","11","9"
"EVD","1","12"
"EVD","2","9"
"EVD","5","10"
"EVD","9","10"
"FL","8","10"
"GP","1","12"
"GP","2","13"
"GP","3","12"
"GP","4","10"
"GP","6","14"
"GP","7","9"
"GP","9","10"
"GP","10","9"
"IND","3","10"
"IND","5","9"
"IND","7","13"
"IND","8","10"
"IND","9","11"
"IND","10","10"
"LRL","3","9"
"LRL","5","10"
"LRL","7","9"
"RET","2","9"
"RET","3","10"
"RET","4","10"
"RET","5","9"
"RET","7","10"
"RET","8","10"
"RET","9","10"
"RET","10","10"
"SAR","4","13"
"SAR","5","11"
"SAR","9","12"
"TDN","1","9"
"TDN","8","12"
