"Track","RaceNumber","HorsesRunning"
"BEL","2","14"
"BEL","5","9"
"BEL","8","9"
"BEL","9","13"
"BTP","7","9"
"CD","3","16"
"CD","5","10"
"CD","8","9"
"CT","3","9"
"CT","5","10"
"CT","6","9"
"CT","8","13"
"DED","3","10"
"DED","5","10"
"DED","7","10"
"DED","9","10"
"EMD","5","9"
"EVD","1","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","9"
"EVD","6","9"
"EVD","8","10"
"IND","2","9"
"IND","4","9"
"IND","5","9"
"IND","6","14"
"IND","7","14"
"IND","9","12"
"RAS","1","16"
"RAS","2","10"
"RAS","3","13"
"RAS","4","13"
"RAS","5","33"
"RAS","6","22"
"RAS","7","32"
"TDN","2","10"
"TDN","4","10"
"TDN","7","10"
