"Track","RaceNumber","HorsesRunning"
"BTP","4","9"
"BTP","8","9"
"FL","2","9"
"FL","3","9"
"FL","4","11"
"FL","5","11"
"FL","6","11"
"FL","8","18"
"GRP","5","9"
"GRP","6","10"
"GRP","7","10"
"GRP","8","10"
"IND","3","10"
"IND","4","14"
"IND","7","10"
"IND","8","9"
"IND","9","14"
"IND","10","12"
"MNR","1","12"
"MNR","2","14"
"MNR","3","9"
"MNR","5","13"
"MNR","7","10"
"MNR","8","9"
"MNR","9","14"
"PID","2","11"
"PID","4","14"
"PID","5","10"
"PID","6","9"
"PID","8","11"
"PRX","2","10"
"PRX","4","14"
"PRX","6","14"
"PRX","7","11"
"PRX","8","11"
"PRX","9","10"
"PRX","10","10"
"TDN","1","9"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","6","12"
"ZIA","7","12"
"ZIA","9","11"
"ZIA","10","12"
