"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","4","10"
"AQU","5","10"
"AQU","7","11"
"AQU","9","11"
"EQC","1","9"
"EQC","4","9"
"FON","2","10"
"FON","3","10"
"FON","5","10"
"FON","7","10"
"FON","8","10"
"FON","9","10"
"GG","9","9"
"GP","2","10"
"GP","3","10"
"GP","5","11"
"GP","7","12"
"GP","8","10"
"GP","10","11"
"HAW","6","9"
"KEE","1","9"
"KEE","3","9"
"KEE","4","9"
"KEE","6","12"
"KEE","7","12"
"KEE","9","10"
"LA","4","10"
"LRL","5","9"
"OP","3","9"
"OP","5","11"
"OP","7","13"
"OP","10","14"
"RP","1","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","8","10"
"RP","9","10"
"RP","10","10"
"RP","11","12"
"RP","12","10"
"SA","8","9"
"TAM","5","10"
"TAM","6","9"
"TAM","7","9"
"TAM","8","11"
"TAM","9","14"
