"Track","RaceNumber","HorsesRunning"
"ALB","2","12"
"ALB","3","12"
"AP","7","11"
"CBY","1","9"
"CBY","3","9"
"CBY","5","12"
"CBY","6","9"
"CBY","7","9"
"DMR","1","9"
"DMR","2","9"
"DMR","3","14"
"DMR","4","10"
"DMR","5","14"
"DMR","6","10"
"DMR","7","11"
"DMR","9","11"
"DMR","11","12"
"EMD","9","9"
"GG","7","10"
"GG","8","11"
"GG","9","11"
"GP","1","14"
"GP","3","11"
"GP","5","11"
"GP","7","10"
"GP","9","13"
"GP","10","9"
"KD","1","10"
"KD","2","16"
"KD","3","16"
"KD","4","11"
"KD","5","14"
"KD","6","10"
"KD","7","16"
"KD","8","15"
"KD","9","9"
"KD","10","12"
"KD","11","16"
"LAD","5","9"
"LAD","7","10"
"MNR","1","12"
"MNR","2","10"
"MNR","8","12"
"MTH","6","11"
"MTH","8","13"
"MTH","10","12"
"PRM","4","10"
"RUI","2","10"
"RUI","4","10"
"RUI","5","10"
"RUI","9","12"
"RUI","10","10"
"RUI","11","10"
"RUI","12","9"
"SAR","1","9"
"SAR","2","12"
"SAR","3","16"
"SAR","5","10"
"SAR","6","14"
"SAR","7","16"
"SAR","8","10"
"SAR","9","14"
"SAR","10","10"
"SAR","11","9"
"SAR","12","16"
"SPL","1","10"
"SPL","2","10"
