"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-06-02","AZD","MAIDEN OPTIONAL CLAIMING($30,000) ","7","Thief in the Night","20-1"," 6 ","6","FTL","Hidden Blessing"
"2021-06-02","BTP","MAIDEN SPECIAL WEIGHT ","4","Cal Rough","15-1"," 2 ","2","FTL","California Chrome"
"2021-06-02","BTP","MAIDEN SPECIAL WEIGHT ","7","Aunt Bee","6-1"," 4 ","4","FTL","Tidal Volume"
"2021-06-02","BTP","MAIDEN CLAIMING($12,500) ","8","Zoeys Touch","12-1"," 3 ","3","FTL","Silver Max"
"2021-06-02","BTP","MAIDEN CLAIMING($12,500) ","8","Mucho G Lynn","12-1"," 9 ","9","FTL","Mucho Macho Man"
"2021-06-02","CBY","WAIVER CLAIMING($12,500) ","4","Elegant Cricket","9-2"," 1 ","1","FTL","Empire Way"
"2021-06-02","CBY","MAIDEN SPECIAL WEIGHT ","5","Last Martini","12-1"," 3 ","3","FTL","Kela"
"2021-06-02","DED","MAIDEN CLAIMING($10,000) ","1","Prs Straight Money","20-1"," 2 ","2","FTL","Heza Fast Rogue"
"2021-06-02","DED","MAIDEN CLAIMING($10,000) ","1","Horning Star","9-2"," 6 ","6","FTL","Teller Ima Rockstar"
"2021-06-02","DED","MAIDEN CLAIMING($10,000) ","1","Hunters Swingin Reba","7-2"," 9 ","9","FTL","Hez Fast as Cash"
"2021-06-02","DED","MAIDEN ","6","I Kiss Da Girls","8-1"," 3 ","3","FTL","One Sweet Jess"
"2021-06-02","DED","MAIDEN ","6","Apollitical Bunny","5-2"," 5 ","5","FTL","Apollitical Blood"
"2021-06-02","DED","MAIDEN ","6","Attitudes Runnaway","6-1"," 7 ","7","FTL","Sir Runaway Dash"
"2021-06-02","DED","MAIDEN ","6","My Big Blue","9-2"," 8 ","8","FTL","Jess Louisiana Blue"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","1","Maryland Brando","9-5","4  ","5","FTL","Flatter"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","1","Splash","6-1","6  ","7","FTL","Imagining"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","1","U Kant Whip It","4-1","7  ","9","FTL","Kantharos"
"2021-06-02","DEL","MAIDEN CLAIMING($16,000) ","3","Palio Siena","10-1","10 ","10","FTL","Violence"
"2021-06-02","DEL","MAIDEN CLAIMING($16,000) ","3","My Lucky Heart","8-1","12 ","12","FTL","Lookin At Lucky"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","5","Clover and Vance","4-1"," 2 ","2","FTL","Summer Front"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","5","Gale Winds","3-1"," 3 ","3","FTL","Uncle Lino"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","5","My Freedom","8-1"," 4 ","4","FTL","Freedom Child"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","5","Spirited Sol","10-1"," 8 ","8","FTL","Soldat"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","8","Everett's Song","8-1"," 3 ","3","FTL","Liam's Map"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","8","Another Lulu","8-1"," 4 ","4","FTL","Well Spelled"
"2021-06-02","DEL","MAIDEN SPECIAL WEIGHT ","8","Rex Kwon Do","6-1"," 5 ","5","FTL","Firing Line"
"2021-06-02","EVD","MAIDEN CLAIMING($10,000) ","3","Point of Victory","5-1"," 6 ","6","FTL","Flashpoint"
"2021-06-02","FL","MAIDEN CLAIMING($5,000) ","3","D'bella","20-1"," 1 ","1","FTL","D' Funnybone"
"2021-06-02","IND","MAIDEN CLAIMING($10,000) ","3","Race for the Place","30-1"," 4 ","4","FTL","Astrology"
"2021-06-02","PEN","MAIDEN SPECIAL WEIGHT ","2","Princess Runaway","2-1","1A ","4","FTL","Run Away and Hide"
"2021-06-02","PEN","MAIDEN SPECIAL WEIGHT ","2","On Island Time","5-1","3  ","2","FTL","Weigelia"
"2021-06-02","PEN","MAIDEN SPECIAL WEIGHT ","2","Miracles Sunshine","12-1","4  ","5","FTL","Golddigger's Boy"
"2021-06-02","PRX","ALLOWANCE ","10","I'll Make It Coach","6-1"," 7 ","7","FTL","Tonalist"
"2021-06-02","TDN","MAIDEN SPECIAL WEIGHT ","2","Charlene's Joy","10-1"," 4 ","4","FTL","Awesome Patriot"
"2021-06-02","TDN","MAIDEN SPECIAL WEIGHT ","2","Precision Prado","8-1"," 5 ","5","FTL","Paddy O'Prado"
