"Track","RaceNumber","HorsesRunning"
"ALB","2","12"
"ALB","3","12"
"ALB","4","11"
"ALB","5","12"
"ALB","6","9"
"ALB","9","9"
"ALB","10","12"
"DMR","5","10"
"DMR","7","9"
"DMR","8","12"
"DMR","9","9"
"DMR","11","12"
"ELP","6","9"
"ELP","8","10"
"ELP","9","10"
"GG","6","9"
"GG","7","9"
"GG","9","10"
"GP","1","12"
"GP","7","11"
"GP","9","16"
"GP","11","12"
"LA","8","12"
"LRL","6","11"
"MNR","1","14"
"MNR","2","10"
"MNR","3","11"
"MTH","1","9"
"MTH","4","11"
"MTH","6","10"
"MTH","8","11"
"MTH","10","12"
"PRM","9","9"
"RUI","5","10"
"RUI","6","11"
"RUI","8","9"
"SAR","1","16"
"SAR","4","11"
"SAR","5","16"
"SAR","6","10"
"SAR","7","12"
"SAR","8","10"
"SAR","9","9"
"SAR","10","16"
"SWF","1","10"
"SWF","2","10"
"SWF","4","10"
"SWF","5","10"
"SWF","8","10"
"SWF","10","10"
