"Track","RaceNumber","HorsesRunning"
"DED","1","12"
"DED","2","10"
"DED","4","11"
"DED","5","10"
"DED","6","11"
"DED","7","9"
"DED","8","12"
"DED","9","12"
"MNR","1","12"
"MNR","5","10"
"MNR","6","14"
"MNR","8","9"
"MNR","9","12"
"MVR","7","9"
"MVR","8","9"
"PRX","3","9"
"PRX","4","9"
"PRX","7","10"
"PRX","10","12"
"RP","5","10"
"RP","10","10"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","11"
"ZIA","7","9"
"ZIA","8","9"
"ZIA","9","10"
"ZIA","10","12"
"ZIA","11","12"
