"Track","RaceNumber","HorsesRunning"
"AQU","1","13"
"AQU","2","12"
"AQU","4","13"
"AQU","5","10"
"AQU","6","14"
"AQU","7","14"
"AQU","8","16"
"AQU","10","16"
"CD","5","12"
"CD","8","11"
"CD","9","13"
"DMR","1","9"
"DMR","5","9"
"DMR","7","10"
"DMR","9","13"
"GG","8","12"
"GG","9","9"
"GP","1","12"
"GP","2","14"
"GP","4","12"
"GP","6","12"
"GP","7","10"
"GP","8","9"
"GP","9","10"
"GP","11","13"
"HAW","2","9"
"HAW","4","10"
"HAW","5","11"
"HAW","8","11"
"LA","2","9"
"LA","4","9"
"LRL","1","9"
"LRL","4","11"
"LRL","5","11"
"LRL","6","9"
"LRL","7","11"
"LRL","8","14"
"MNR","1","9"
"MNR","5","10"
"MNR","6","9"
"MNR","8","10"
"MR","2","9"
"MR","4","10"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","11"
"ZIA","7","9"
"ZIA","10","9"
