"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-04-13","DED","CLAIMING($5,000) ","1","Smooth Fantasy","8-1"," 1 ","1","FTL","Smooth Air"
"2021-04-13","DED","MAIDEN CLAIMING($10,000) ","6","Deer Crossing","12-1"," 2 ","2","FTL","Cross Traffic"
"2021-04-13","DED","MAIDEN CLAIMING($10,000) ","6","Royal Special","8-1"," 4 ","4","FTL","Lone Star Special"
"2021-04-13","IND","MAIDEN CLAIMING($10,000) ","2","Herbie Derbie Day","5-1"," 1 ","1","FTL","Taprize"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","4","Make Over","12-1"," 1 ","1","FTL","Unbridled Express"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","4","Real Miss Prado","12-1"," 3 ","3","FTL","Fort Prado"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","4","Prime N Proper","15-1"," 9 ","9","FTL","Proper Conquest"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","7","Get Lucky Justice","2-1"," 1 ","1","FTL","Harry's Holiday"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","7","Stopshopingkaren","15-1"," 2 ","2","FTL","Deputy Storm"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","7","Sexy Pork Chop","12-1"," 7 ","7","FTL","Irish Road"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","7","Fun Key Town","10-1"," 8 ","8","FTL","Unbridled Express"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","7","Halo and Lace","4-1"," 9 ","9","FTL","Notional"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","8","Tapit's Spirit","8-1"," 1 ","1","FTL","Tapizar"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","8","West Warpath","20-1"," 4 ","4","FTL","Flashback"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","8","Quality Hour","15-1"," 5 ","5","FTL","Elusive Quality"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","8","Cowboys Feather","12-1"," 8 ","8","FTL","Can the Man"
"2021-04-13","IND","MAIDEN SPECIAL WEIGHT ","8","B Trouble","12-1","11 ","11","FTL","Harbor the Gold"
"2021-04-13","IND","MAIDEN ","9","Rock Candy Almighty","6-5"," 6 ","6","FTL","Pyc Paint Your Wagon"
"2021-04-13","MVR","MAIDEN SPECIAL WEIGHT ","3","Wimoweh","15-1"," 7 ","7","FTL","Court Vision"
"2021-04-13","TUP","MAIDEN CLAIMING($12,500) ","6","Dance Fighter","8-1"," 1 ","1","FTL","Demon Warlock"
"2021-04-13","TUP","MAIDEN CLAIMING($12,500) ","6","Mischief Mama","4-1"," 4 ","4","FTL","Lotsa Mischief"
"2021-04-13","TUP","MAIDEN CLAIMING($12,500) ","6","Tiger Sunrise","5-1"," 5 ","5","FTL","Smiling Tiger"
"2021-04-13","TUP","MAIDEN CLAIMING($12,500) ","6","Daddy's Girl","10-1"," 9 ","9","FTL","Daddy Nose Best"
"2021-04-13","TUP","MAIDEN CLAIMING($3,500) ","8","Outrageous Lady","15-1"," 2 ","2","FTL","Outrageous Limit"
"2021-04-13","WRD","MAIDEN SPECIAL WEIGHT ","2","Kobe Bean","5-1"," 1 ","1","FTL","Flashback"
"2021-04-13","WRD","MAIDEN SPECIAL WEIGHT ","7","Ornery as Hell","12-1"," 3 ","3","FTL","Kick On"
