"Track","RaceNumber","HorsesRunning"
"AZD","2","10"
"AZD","8","10"
"AZD","9","12"
"BTP","8","12"
"DED","1","10"
"DED","2","9"
"DED","3","10"
"DED","5","9"
"DED","6","10"
"DED","7","10"
"DED","9","10"
"FL","7","9"
"FMT","5","9"
"IND","6","10"
"IND","8","9"
"IND","9","9"
"IND","10","9"
"LAD","4","11"
"LAD","5","11"
"LAD","6","10"
"LAD","7","10"
"MNR","1","12"
"MNR","2","12"
"MNR","5","10"
"MNR","8","10"
"PEN","1","10"
"PEN","2","10"
"PEN","3","12"
"PEN","8","9"
"PRX","5","9"
"PRX","7","13"
"PRX","9","9"
"PRX","11","14"
"RAS","1","11"
"RAS","2","17"
"RAS","3","16"
"RAS","4","13"
"RAS","5","20"
"RAS","6","14"
"RAS","7","19"
