"Track","RaceNumber","HorsesRunning"
"AQU","2","16"
"AQU","4","9"
"AQU","5","9"
"AQU","6","15"
"AQU","7","12"
"AQU","9","9"
"AQU","10","12"
"BC","4","11"
"BC","5","22"
"BC","6","23"
"BC","7","18"
"BC","8","17"
"BC","9","18"
"BC","10","11"
"BC","11","11"
"BC","12","11"
"BCC","1","14"
"BCC","2","10"
"BCD","2","10"
"BCS","2","12"
"BCS","3","11"
"BCS","4","9"
"BCS","5","18"
"BCS","6","13"
"BCS","7","14"
"BCS","8","15"
"BCS","9","15"
"BCS","10","10"
"BCS","11","10"
"BCS","12","10"
"BCT","1","16"
"BCT","2","10"
"DMR","3","9"
"DMR","4","9"
"DMR","5","9"
"DMR","6","9"
"DMR","7","9"
"DMR","8","9"
"EVD","7","10"
"EVD","8","9"
"EVD","9","9"
"GG","3","9"
"GG","4","9"
"GG","5","9"
"GG","6","9"
"GG","7","9"
"GG","8","12"
"GPW","1","15"
"GPW","3","15"
"GPW","5","16"
"GPW","6","14"
"GPW","7","14"
"GPW","9","16"
"GPW","10","11"
"HAW","2","14"
"HAW","3","9"
"HAW","4","14"
"HAW","5","9"
"HAW","6","11"
"HAW","8","10"
"HAW","9","12"
"KEE","2","12"
"KEE","3","11"
"KEE","4","9"
"KEE","5","18"
"KEE","6","13"
"KEE","7","14"
"KEE","8","15"
"KEE","9","15"
"KEE","10","10"
"KEE","11","10"
"KEE","12","10"
"LRL","2","9"
"LRL","4","16"
"LRL","6","10"
"LRL","7","10"
"LRL","8","16"
"LS","1","12"
"LS","2","10"
"LS","3","11"
"LS","4","10"
"LS","7","9"
"LS","8","9"
"LS","9","9"
"LS","10","9"
"LS","11","12"
"MVR","3","9"
"MVR","6","10"
"MVR","7","10"
"MVR","8","11"
"PMT","4","11"
"RP","2","10"
"RP","3","9"
"RP","4","12"
"RP","5","10"
"RP","6","14"
"RP","7","12"
"RP","8","10"
"RP","9","13"
"WRD","2","10"
"WRD","4","9"
"WRD","6","10"
"WRD","9","10"
"WRD","11","10"
"WRD","12","10"
