"Track","RaceNumber","HorsesRunning"
"BEL","2","15"
"BEL","5","10"
"BEL","8","13"
"BEL","9","12"
"BEL","10","11"
"CT","1","9"
"CT","2","9"
"CT","3","9"
"CT","8","12"
"DED","2","9"
"DED","3","12"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","9"
"DED","8","12"
"DED","9","10"
"DED","10","12"
"EQA","1","9"
"EQA","2","10"
"EQA","3","9"
"EQA","4","13"
"EVD","4","9"
"EVD","5","10"
"EVD","6","10"
"EVD","8","9"
"GP","1","9"
"GP","7","11"
"GP","9","9"
"HAW","2","12"
"HAW","4","13"
"HAW","6","12"
"HAW","9","10"
"KEE","2","13"
"KEE","6","14"
"KEE","7","13"
"KEE","8","12"
"KEE","9","9"
"KEE","10","15"
"KES","1","14"
"KES","2","12"
"KES","3","15"
"LRL","2","11"
"LRL","5","14"
"LRL","6","11"
"LRL","8","9"
"LRL","9","13"
"LS","1","11"
"LS","3","10"
"LS","4","10"
"LS","5","12"
"LS","6","10"
"LS","7","10"
"LS","8","12"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"MR","1","9"
"MR","3","9"
"MR","4","9"
"MR","5","14"
"MR","6","12"
"MR","7","13"
"MR","8","12"
"MR","9","10"
"MR","10","15"
"MVR","1","10"
"MVR","3","10"
"MVR","5","9"
"MVR","6","10"
"MVR","7","10"
"MVR","8","10"
"PEN","3","11"
"RP","2","9"
"RP","6","10"
"RP","7","12"
"RP","8","13"
"RP","9","11"
"SA","3","10"
"WRD","2","9"
"WRD","3","10"
"WRD","7","10"
"WRD","8","10"
