"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-07-21","AZD","MAIDEN CLAIMING($7,500) ","9","Ez Ruler","6-1"," 1 ","1","FTL","Ez Effort"
"2021-07-21","BTP","MAIDEN CLAIMING($7,500) ","3","Storms Be Brewin","5-1"," 5 ","5","FTL","Never Idle"
"2021-07-21","BTP","MAIDEN CLAIMING($10,000) ","5","Flash Patriarch","8-1"," 7 ","7","FTL","El Padrino"
"2021-07-21","BTP","MAIDEN SPECIAL WEIGHT ","8","Danza the Firebird","12-1"," 6 ","6","FTL","Danza"
"2021-07-21","BTP","MAIDEN SPECIAL WEIGHT ","8","Sixty Cent","4-1"," 7 ","7","FTL","Palace Malice"
"2021-07-21","CNL","MAIDEN SPECIAL WEIGHT ","1","Lunar Mission","12-1"," 5 ","5","FTL","Great Notion"
"2021-07-21","CNL","MAIDEN SPECIAL WEIGHT ","1","Uncle Ken","9-5"," 6 ","6","FTL","Uncle Mo"
"2021-07-21","CNL","MAIDEN SPECIAL WEIGHT ","2","At the Gate","12-1"," 6 ","6","FTL","Mosler"
"2021-07-21","CNL","MAIDEN SPECIAL WEIGHT ","2","She's Like Thunder","8-1"," 7 ","7","FTL","Astern*Aus"
"2021-07-21","CNL","MAIDEN SPECIAL WEIGHT ","2","Better Call Mama","12-1"," 8 ","8","FTL","Handsome Mike"
"2021-07-21","CNL","MAIDEN CLAIMING($25,000) ","3","Sacred Sunday","2-1"," 3 ","3","FTL","Maclean's Music"
"2021-07-21","CNL","MAIDEN CLAIMING($25,000) ","3","Roo La La","5-2"," 5 ","5","FTL","Fed Biz"
"2021-07-21","CNL","MAIDEN CLAIMING($25,000) ","5","Osa","12-1"," 1 ","1","FTL","Cosa Vera"
"2021-07-21","CNL","MAIDEN CLAIMING($25,000) ","5","Peppi's Surprise (IRE)","7-2"," 6 ","6","FTL","Acclamation*GB"
"2021-07-21","CNL","CLAIMING($16,000) ","6","Little Lion","20-1"," 8 ","8","FTL","Noble Mission*GB"
"2021-07-21","CNL","MAIDEN CLAIMING($10,000) ","9","Midnight Rider","20-1","10 ","10","FTL","Black Onyx"
"2021-07-21","DED","MAIDEN CLAIMING($10,000) ","1","Zoom N Outside","15-1","10 ","10","FTL","Zoomin for Bux"
"2021-07-21","DED","MAIDEN CLAIMING($5,000) ","5","Coronas Gone","20-1"," 1 ","1","FTL","Open Me a Corona"
"2021-07-21","DED","MAIDEN CLAIMING($5,000) ","5","Fast Lil Streak","10-1"," 8 ","8","FTL","Fast Prize Jordan"
"2021-07-21","DED","MAIDEN CLAIMING($5,000) ","5","Gf Wild Thoughts","12-1","10 ","10","FTL","Mr Ease Cartel"
"2021-07-21","DED","MAIDEN ","7","Favoritfire","9-2","1  ","5","FTL","Favorite Cartel"
"2021-07-21","DED","MAIDEN ","7","Chicks Special Doc","6-1","5  ","4","FTL","First Prize Doc"
"2021-07-21","DED","MAIDEN ","7","Bayou Ez","15-1","9  ","10","FTL","Mr Ease Cartel"
"2021-07-21","DED","MAIDEN ","9","Spartocus Jr","15-1"," 6 ","6","FTL","Spartocus"
"2021-07-21","DEL","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Always Drinking","8-1"," 7 ","7","FTL","Speightster"
"2021-07-21","DEL","ALLOWANCE ","7","Made In Italy (IRE)","8-5"," 4 ","4","FTL","Mukhadram*GB"
"2021-07-21","EVD","MAIDEN CLAIMING($15,000) ","1","Custom Made","7-2"," 6 ","6","FTL","Custom for Carlos"
"2021-07-21","EVD","CLAIMING($15,000) ","5","Von Dom","20-1"," 1 ","1","FTL","Lookin At Lucky"
"2021-07-21","EVD","CLAIMING($15,000) ","5","D Town Baby","15-1","10 ","10","FTL","Orb"
"2021-07-21","FL","MAIDEN CLAIMING($5,000) ","2","Forcinex","15-1"," 7 ","7","FTL","Effinex"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","4","Javjavjavie","20-1"," 1 ","1","FTL","Archarcharch"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Titletown Justice","12-1"," 1 ","1","FTL","Elusive Bluff"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Shineonbrad","12-1"," 4 ","4","FTL","Santiva"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Amicable","15-1"," 6 ","6","FTL","Jimmy Windows"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","What Now Darrell","12-1"," 7 ","7","FTL","What Now"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Casper Justice","8-1"," 9 ","9","FTL","Elusive Bluff"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Money Man Brylan","30-1","10 ","10","FTL","Ready's Image"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Jeopardy Theory","6-1","11 ","11","FTL","Santiva"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Pursuant","15-1","12 ","12","FTL","Glasnost"
"2021-07-21","IND","MAIDEN SPECIAL WEIGHT ","9","Travelinjustice","20-1","13 ","13","FTL","Elusive Bluff"
"2021-07-21","SAR","MAIDEN CLAIMING($75,000) ","3","Empress Theodora","12-1"," 4 ","4","FTL","Empire Maker"
"2021-07-21","SAR","MAIDEN CLAIMING($75,000) ","3","Evvie Jets","3-1","9  ","10","FTL","Twirling Candy"
"2021-07-21","SAR","MAIDEN CLAIMING($40,000) ","5","Live in Five","8-1"," 4 ","4","FTL","Cairo Prince"
"2021-07-21","SAR","MAIDEN CLAIMING($40,000) ","5","Handle the Truth","10-1"," 8 ","8","FTL","Speightster"
"2021-07-21","SAR","MAIDEN CLAIMING($40,000) ","10","Vancouver's Pride","5-1","1A ","9","FTL","Vancouver*Aus"
"2021-07-21","TDN","MAIDEN CLAIMING($16,000) ","3","Guard Duty","4-1"," 3 ","3","FTL","Brody's Cause"
