"Track","RaceNumber","HorsesRunning"
"BEL","1","9"
"BEL","2","12"
"BEL","4","14"
"BEL","5","9"
"BEL","7","10"
"BEL","8","10"
"BEL","10","16"
"CT","5","10"
"CT","8","9"
"DED","2","11"
"DED","5","12"
"DED","6","10"
"DED","7","10"
"DED","8","12"
"DED","9","9"
"DED","10","11"
"DED","11","11"
"DEL","4","9"
"DEL","5","9"
"DEL","7","9"
"DEL","8","9"
"EQC","2","9"
"EQC","3","10"
"EVD","4","10"
"EVD","5","9"
"EVD","8","10"
"GG","9","9"
"GP","5","9"
"GP","10","10"
"HAW","4","14"
"HAW","7","9"
"HAW","9","11"
"IND","2","9"
"IND","5","9"
"IND","6","11"
"IND","7","14"
"IND","8","10"
"IND","9","10"
"IND","10","12"
"IND","11","10"
"IND","12","10"
"IND","13","10"
"KEE","2","16"
"KEE","5","13"
"KEE","6","10"
"KEE","8","13"
"KEE","9","9"
"KEE","10","13"
"KES","1","16"
"KES","2","13"
"KES","3","13"
"LA","10","9"
"LRL","1","15"
"LRL","3","10"
"LRL","5","16"
"LRL","6","11"
"LRL","9","16"
"LS","1","10"
"LS","3","11"
"LS","4","12"
"LS","5","12"
"LS","6","12"
"LS","7","12"
"LS","8","10"
"LS","9","9"
"LS","10","12"
"MED","1","14"
"MED","2","9"
"MED","3","11"
"MED","4","14"
"MED","5","14"
"MED","6","12"
"MVR","2","9"
"MVR","7","11"
"MVR","8","13"
"MVR","9","13"
"MVR","10","14"
"RP","1","9"
"RP","2","12"
"RP","4","10"
"RP","7","12"
"RP","8","11"
"RP","9","11"
"SA","5","14"
"SA","10","10"
"WRD","10","10"
"WRD","11","10"
"WRD","12","10"
