"Track","RaceNumber","HorsesRunning"
"AP","3","10"
"AP","5","11"
"AP","7","11"
"AP","8","12"
"CT","7","9"
"DEL","3","12"
"DEL","7","11"
"DMR","2","9"
"DMR","4","12"
"DMR","5","12"
"DMR","6","10"
"DMR","7","13"
"DMR","8","10"
"DMR","9","9"
"DMR","10","9"
"DMR","11","14"
"ELP","4","13"
"ELP","6","12"
"ELP","8","12"
"EMD","7","10"
"ENG-CTM","1","9"
"ENG-CTM","4","14"
"ENG-CTM","6","13"
"ENG-CTM","7","10"
"EVD","7","12"
"EVD","9","9"
"FAR","3","12"
"FMT","7","10"
"FMT","9","9"
"FMT","11","10"
"FMT","12","10"
"FMT","13","9"
"GIL","1","10"
"GIL","2","10"
"GIL","3","10"
"GIL","4","10"
"GIL","6","9"
"GIL","7","10"
"GIL","8","10"
"GIL","9","10"
"GIL","10","10"
"GP","1","13"
"GP","5","10"
"GP","7","9"
"GP","8","9"
"GP","9","11"
"GP","11","10"
"GP","12","14"
"LAD","4","9"
"LAD","6","9"
"LAD","7","9"
"MTH","1","9"
"MTH","4","10"
"MTH","6","12"
"MTH","7","16"
"MTH","9","13"
"MTH","10","9"
"MTH","11","10"
"MTH","13","13"
"MTH","14","11"
"PIM","2","12"
"PIM","4","12"
"PIM","6","10"
"PRM","2","9"
"PRM","3","9"
"RUI","1","9"
"RUI","2","9"
"RUI","3","9"
"RUI","4","9"
"RUI","5","9"
"RUI","6","9"
"RUI","7","10"
"RUI","8","12"
"RUI","10","10"
"SAR","1","11"
"SAR","3","11"
"SAR","4","13"
"SAR","5","9"
"SAR","6","12"
"SAR","7","14"
"SAR","8","12"
"SAR","9","12"
"SAR","11","9"
"WYO","1","10"
"WYO","2","10"
"WYO","3","10"
"WYO","4","9"
"WYO","5","10"
"WYO","6","10"
"WYO","7","9"
"WYO","8","9"
"WYO","10","9"
