"Track","RaceNumber","HorsesRunning"
"AQU","2","12"
"AQU","3","9"
"AQU","5","10"
"AQU","9","16"
"CT","3","9"
"CT","5","11"
"CT","6","9"
"CT","8","12"
"CT","9","10"
"EQC","3","14"
"FON","8","9"
"FON","9","9"
"FON","10","9"
"GG","4","9"
"GN","1","9"
"GN","2","10"
"GN","3","13"
"GP","1","16"
"GP","2","9"
"GP","5","10"
"GP","6","9"
"GP","7","13"
"GP","9","14"
"GP","11","11"
"GP","12","16"
"HAW","4","9"
"HAW","6","14"
"HAW","8","10"
"KEE","3","11"
"KEE","4","10"
"KEE","5","16"
"KEE","7","10"
"KEE","9","10"
"KEE","10","14"
"LRL","5","15"
"MVR","1","10"
"MVR","4","10"
"MVR","5","11"
"MVR","6","9"
"MVR","7","9"
"MVR","8","12"
"OP","2","10"
"OP","3","9"
"OP","6","11"
"OP","7","10"
"OP","10","9"
"OP","12","11"
"RP","1","10"
"RP","2","10"
"RP","3","12"
"RP","4","10"
"RP","5","10"
"RP","6","10"
"RP","7","10"
"RP","8","9"
"RP","9","12"
"RP","10","10"
"RP","11","10"
"RP","12","12"
"SA","9","14"
"TAM","3","9"
"TAM","4","10"
"TAM","5","10"
"TAM","6","14"
"TAM","8","10"
"TAM","9","10"
"TAM","10","12"
