"Track","RaceNumber","HorsesRunning"
"AQU","8","9"
"EQC","3","9"
"EQC","4","10"
"FG","2","11"
"FG","4","15"
"FG","5","11"
"FG","6","11"
"FG","7","9"
"FG","8","9"
"FG","9","11"
"FON","3","9"
"FON","6","10"
"FON","8","10"
"GG","9","10"
"GP","2","11"
"GP","4","9"
"GP","6","16"
"GP","8","11"
"GP","10","15"
"GP","11","13"
"LA","6","9"
"LA","8","9"
"LAD","1","9"
"LAD","2","9"
"LAD","3","9"
"LAD","4","9"
"LAD","5","10"
"LAD","6","10"
"LRL","5","10"
"OP","2","9"
"OP","3","9"
"OP","4","10"
"OP","5","10"
"OP","6","12"
"OP","7","9"
"OP","9","13"
"RP","1","9"
"RP","2","9"
"RP","3","9"
"RP","4","9"
"RP","5","9"
"RP","6","10"
"RP","7","9"
"RP","8","10"
"RP","9","10"
"RP","10","10"
"RP","11","9"
"RP","12","10"
"RP","13","10"
"SA","6","9"
"SA","7","9"
"SA","9","9"
"TAM","5","10"
"TAM","7","14"
"TAM","8","9"
"TAM","9","14"
