"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","8","10"
"ALB","9","9"
"ALB","10","11"
"AP","7","9"
"AP","8","9"
"BEL","1","9"
"BEL","2","11"
"BEL","3","9"
"BEL","5","16"
"BEL","7","13"
"BEL","8","10"
"BEL","11","11"
"CD","2","9"
"CD","4","10"
"CD","5","10"
"CD","6","14"
"CD","8","11"
"CD","9","11"
"CD","11","10"
"CT","3","9"
"CT","7","9"
"DEL","5","9"
"DEL","7","9"
"EMD","9","9"
"EVD","3","11"
"EVD","5","14"
"EVD","6","12"
"EVD","7","11"
"EVD","9","12"
"EVD","10","11"
"EVD","11","11"
"GG","9","9"
"GP","1","13"
"GP","3","11"
"GP","5","10"
"GP","6","15"
"GP","7","12"
"GP","9","9"
"GP","11","9"
"GP","12","16"
"LA","10","9"
"LAD","6","10"
"LAD","8","10"
"LRC","9","9"
"LRL","1","14"
"LRL","3","9"
"LRL","5","12"
"LRL","6","9"
"LRL","7","16"
"LS","1","10"
"LS","2","9"
"LS","3","10"
"LS","4","9"
"LS","5","10"
"LS","6","9"
"LS","7","9"
"LS","8","10"
"LS","9","10"
"LS","11","10"
"MTH","1","11"
"MTH","7","13"
"MTH","9","10"
"MTH","11","10"
"PRM","9","11"
"PRM","10","9"
"RP","3","9"
"RP","5","9"
"RP","6","9"
"RP","7","9"
"SWF","3","10"
"SWF","4","10"
"WRD","6","9"
"WRD","7","9"
"WRD","9","10"
"WRD","10","10"
"WRD","11","10"
