"Track","RaceNumber","HorsesRunning"
"BTP","4","16"
"BTP","7","16"
"BTP","8","10"
"CD","5","9"
"CD","7","9"
"CD","9","10"
"DEL","3","13"
"DEL","4","11"
"DEL","5","10"
"DEL","6","11"
"DEL","8","11"
"EMD","6","9"
"EMD","7","10"
"EMD","9","10"
"FL","3","9"
"FL","4","10"
"FL","5","10"
"FL","6","9"
"FL","7","10"
"FL","8","15"
"IND","4","9"
"IND","8","11"
"IND","9","11"
"IND","10","12"
"LAD","1","14"
"LAD","3","12"
"LAD","4","14"
"LAD","5","14"
"LAD","6","14"
"LAD","7","12"
"LAD","8","14"
"MNR","1","12"
"MNR","2","10"
"MNR","3","14"
"PEN","2","12"
"PEN","3","11"
"PEN","11","9"
"PID","2","9"
"PID","3","9"
"PID","5","9"
"PID","6","9"
"PID","7","9"
"PID","8","9"
"PRX","2","10"
"PRX","4","11"
"PRX","5","13"
"PRX","6","10"
"PRX","7","12"
"PRX","10","9"
"RP","2","12"
"RP","5","11"
"RP","6","10"
"RP","7","12"
"RP","8","11"
"TDN","1","11"
