"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","4","10"
"AQU","8","10"
"CT","5","9"
"CT","6","9"
"CT","7","12"
"CT","8","11"
"CT","9","12"
"CT","10","14"
"DED","3","11"
"DED","6","12"
"DED","7","12"
"DED","8","9"
"DED","9","9"
"FG","1","9"
"FG","3","10"
"FG","5","9"
"FG","6","10"
"FG","7","11"
"FG","8","9"
"FG","9","12"
"GP","1","9"
"GP","5","9"
"GP","7","11"
"GP","10","9"
"TP","1","14"
"TP","2","14"
"TP","3","14"
"TP","4","14"
"TP","5","13"
"TP","6","11"
"TP","7","9"
"TP","8","14"
"TUP","6","9"
"TUP","7","9"
"TUP","8","10"
"TUP","9","10"
