"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","4","12"
"ALB","5","11"
"ALB","6","9"
"ALB","7","9"
"ALB","8","12"
"ALB","9","12"
"ALB","10","12"
"AP","7","9"
"AP","8","9"
"BTP","2","9"
"BTP","4","9"
"BTP","6","10"
"BTP","7","11"
"CT","2","13"
"CT","6","9"
"CT","8","10"
"DED","1","10"
"DED","3","10"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DED","10","10"
"DMR","1","9"
"DMR","6","12"
"DMR","7","9"
"DMR","9","9"
"ELP","1","10"
"ELP","3","9"
"ELP","7","15"
"ELP","9","11"
"EQA","1","13"
"EQA","2","16"
"EQA","4","11"
"EVD","3","11"
"EVD","5","10"
"EVD","6","13"
"EVD","8","10"
"EVD","9","11"
"GP","1","13"
"GP","5","13"
"GP","7","10"
"GP","9","16"
"LA","4","9"
"LRL","1","12"
"LRL","3","9"
"LRL","5","16"
"LRL","7","13"
"LRL","9","11"
"MTH","2","10"
"MTH","4","10"
"MTH","5","9"
"MTH","6","10"
"PEN","1","9"
"PEN","3","10"
"PEN","4","11"
"PEN","11","10"
"PRM","2","11"
"PRM","3","10"
"RET","1","10"
"RET","2","9"
"RET","3","9"
"RET","4","9"
"RET","5","9"
"RET","6","9"
"RET","7","9"
"RET","8","9"
"RET","9","9"
"RET","10","9"
"RUI","1","9"
"SAR","5","10"
"SAR","6","10"
"SAR","7","11"
"SAR","9","14"
"SAR","10","16"
